M,constellation,phase_error_pi,phase_error_rad,source_loss_db_per_interface,channel_loss_db_per_arm,raw_hashing_bound_bits_per_attempt,vacuum_hashing_bound_bits_per_attempt,raw_minus_vacuum_hashing_bound_bits_per_attempt,raw_optimized_spacing_d,vacuum_optimized_spacing_d,raw_minus_vacuum_optimized_spacing_d
2,2-QAM,-0.2,-0.628318530718,0.1,0.25,0.429883435011,0.382646836492,0.04723659851900003,1.68695747665,1.74472663589,-0.057769159240000034
2,2-QAM,-0.195,-0.61261056745,0.1,0.25,0.429946935508,0.382922499283,0.04702443622500002,1.68247525393,1.73873343223,-0.05625817830000002
2,2-QAM,-0.19,-0.596902604182,0.1,0.25,0.430010719395,0.383201533294,0.046809186101000044,1.67812572243,1.73292219253,-0.054796470100000105
2,2-QAM,-0.185,-0.581194640914,0.1,0.25,0.430074701752,0.383483411253,0.046591290499000015,1.67391386,1.72725997474,-0.05334611473999984
2,2-QAM,-0.18,-0.565486677646,0.1,0.25,0.430138798569,0.383767607765,0.046371190803999984,1.66981906784,1.72175459874,-0.051935530900000026
2,2-QAM,-0.175,-0.549778714378,0.1,0.25,0.430202926486,0.384053599206,0.046149327279999985,1.66585920828,1.71640491178,-0.050545703500000094
2,2-QAM,-0.17,-0.53407075111,0.1,0.25,0.43026700291,0.384340863623,0.045926139286999956,1.66202656504,1.71120984876,-0.04918328372000014
2,2-QAM,-0.165,-0.518362787842,0.1,0.25,0.430330945844,0.384628880645,0.045702065199,1.6583198619,1.70616843131,-0.04784856941000015
2,2-QAM,-0.16,-0.502654824574,0.1,0.25,0.430394673818,0.384917131404,0.04547754241399998,1.65473785807,1.70127976682,-0.04654190874999986
2,2-QAM,-0.155,-0.486946861306,0.1,0.25,0.430458105801,0.385205098473,0.04525300732800003,1.65127934769,1.6965421586,-0.04526281090999995
2,2-QAM,-0.15,-0.471238898038,0.1,0.25,0.430521161103,0.385492265812,0.04502889529099996,1.64794315928,1.69195754734,-0.04401438805999991
2,2-QAM,-0.145,-0.455530934771,0.1,0.25,0.43058375927,0.385778118731,0.04480564053899999,1.64472815541,1.68752262373,-0.04279446832000011
2,2-QAM,-0.14,-0.439822971503,0.1,0.25,0.430645819972,0.386062143859,0.044583676113000015,1.64163323228,1.68323771237,-0.04160448008999995
2,2-QAM,-0.135,-0.424115008235,0.1,0.25,0.430707262814,0.386343829123,0.04436343369099999,1.63869071683,1.67910232692,-0.04041161009000005
2,2-QAM,-0.13,-0.408407044967,0.1,0.25,0.430768007501,0.386622663731,0.04414534377000001,1.63582975256,1.67511605635,-0.03928630378999998
2,2-QAM,-0.125,-0.392699081699,0.1,0.25,0.430827973185,0.386898138155,0.043929835029999975,1.63308561625,1.67127856252,-0.03819294626999992
2,2-QAM,-0.12,-0.376991118431,0.1,0.25,0.430887078687,0.387169744111,0.043717334575999967,1.63045736376,1.66758957746,-0.03713221370000008
2,2-QAM,-0.115,-0.361283155163,0.1,0.25,0.430945242217,0.387436974482,0.043508267734999995,1.62794408352,1.66404100393,-0.0360969204099999
2,2-QAM,-0.11,-0.345575191895,0.1,0.25,0.431002381169,0.387699323415,0.04330305775400001,1.62554489635,1.6606466968,-0.03510180044999989
2,2-QAM,-0.105,-0.329867228627,0.1,0.25,0.431058411909,0.387956286021,0.043102125888,1.62325895523,1.65740038211,-0.03414142687999999
2,2-QAM,-0.1,-0.314159265359,0.1,0.25,0.431113249522,0.388207358366,0.042905891155999965,1.62108544531,1.65430206469,-0.03321661937999987
2,2-QAM,-0.095,-0.298451302091,0.1,0.25,0.431166807536,0.388452037242,0.042714770294000004,1.61902358369,1.6513518023,-0.032328218610000015
2,2-QAM,-0.09,-0.282743338823,0.1,0.25,0.431218997599,0.38868981988,0.042529177719,1.61707261935,1.64854970148,-0.03147708212999989
2,2-QAM,-0.085,-0.267035375555,0.1,0.25,0.431269729115,0.388920203546,0.04234952556900001,1.6152318331,1.64589591339,-0.030664080290000006
2,2-QAM,-0.08,-0.251327412287,0.1,0.25,0.431318908815,0.389142684995,0.042176223820000025,1.61350053735,1.64339062956,-0.029890092210000052
2,2-QAM,-0.075,-0.235619449019,0.1,0.25,0.431366440257,0.389356759721,0.042009680536000016,1.61187807606,1.64103407758,-0.029156001520000085
2,2-QAM,-0.07,-0.219911485751,0.1,0.25,0.431412223228,0.389561920968,0.04185030225999997,1.61036382447,1.63887654132,-0.028512716849999897
2,2-QAM,-0.065,-0.204203522483,0.1,0.25,0.431456153036,0.389757658395,0.041698494641000006,1.60895718889,1.63681825955,-0.027861070659999987
2,2-QAM,-0.06,-0.188495559215,0.1,0.25,0.43149811964,0.389943456316,0.041554663323999985,1.60765760626,1.63490956818,-0.027251961920000012
2,2-QAM,-0.055,-0.172787595947,0.1,0.25,0.431538006575,0.390118791362,0.041419215213000016,1.60646454375,1.63315079954,-0.026686255790000057
2,2-QAM,-0.05,-0.157079632679,0.1,0.25,0.431575689601,0.390283129338,0.04129256026299999,1.60537749806,1.63149227983,-0.02611478177000004
2,2-QAM,-0.045,-0.141371669412,0.1,0.25,0.431611034974,0.390435920999,0.04117511397500001,1.60439599446,1.6300344239,-0.025638429440000055
2,2-QAM,-0.04,-0.125663706144,0.1,0.25,0.43164389716,0.390576596228,0.041067300932000006,1.60351958558,1.62872758931,-0.025208003729999984
2,2-QAM,-0.035,-0.109955742876,0.1,0.25,0.431674115748,0.390704555935,0.040969559813000045,1.60274784959,1.62757217403,-0.024824324439999934
2,2-QAM,-0.03,-0.0942477796077,0.1,0.25,0.431701511109,0.390819160369,0.04088235074000002,1.6020803875,1.62656859567,-0.02448820816999997
2,2-QAM,-0.025,-0.0785398163397,0.1,0.25,0.43172587802,0.390919711628,0.04080616639200002,1.60151681922,1.62571729874,-0.02420047951999993
2,2-QAM,-0.02,-0.0628318530718,0.1,0.25,0.431746975728,0.391005426012,0.040741549716000025,1.60105677729,1.62501876836,-0.023961991069999966
2,2-QAM,-0.015,-0.0471238898038,0.1,0.25,0.431764511116,0.391075386777,0.040689124339000016,1.60069989587,1.62447355629,-0.023773660419999842
2,2-QAM,-0.01,-0.0314159265359,0.1,0.25,0.431778106494,0.391128453142,0.04064965335199999,1.60044578968,1.62408233282,-0.023636543140000077
2,2-QAM,-0.005,-0.0157079632679,0.1,0.25,0.431787223628,0.391163044824,0.04062417880399999,1.60029400395,1.62384601234,-0.023552008390000045
2,2-QAM,0.0,0.0,0.1,0.25,0.431790855084,0.391176264785,0.040614590299,1.6002438095,1.62379021467,-0.023546405170000062
2,2-QAM,0.005,0.0157079632679,0.1,0.25,0.431787223628,0.391163044824,0.04062417880399999,1.60029400396,1.62384601232,-0.023552008360000043
2,2-QAM,0.01,0.0314159265359,0.1,0.25,0.431778106494,0.391128453142,0.04064965335199999,1.6004457897,1.62408233282,-0.023636543120000075
2,2-QAM,0.015,0.0471238898038,0.1,0.25,0.431764511116,0.391075386777,0.040689124339000016,1.60069989588,1.62447355629,-0.02377366040999984
2,2-QAM,0.02,0.0628318530718,0.1,0.25,0.431746975728,0.391005426012,0.040741549716000025,1.60105677728,1.62501876837,-0.023961991089999968
2,2-QAM,0.025,0.0785398163397,0.1,0.25,0.43172587802,0.390919711628,0.04080616639200002,1.60151681923,1.62571729873,-0.024200479499999927
2,2-QAM,0.03,0.0942477796077,0.1,0.25,0.431701511109,0.390819160369,0.04088235074000002,1.60208038749,1.62656859566,-0.02448820816999997
2,2-QAM,0.035,0.109955742876,0.1,0.25,0.431674115748,0.390704555935,0.040969559813000045,1.60274784959,1.62757217403,-0.024824324439999934
2,2-QAM,0.04,0.125663706144,0.1,0.25,0.43164389716,0.390576596228,0.041067300932000006,1.60351958559,1.62872758931,-0.025208003719999983
2,2-QAM,0.045,0.141371669412,0.1,0.25,0.431611034974,0.390435920999,0.04117511397500001,1.60439599446,1.6300344239,-0.025638429440000055
2,2-QAM,0.05,0.157079632679,0.1,0.25,0.431575689601,0.390283129338,0.04129256026299999,1.60537749806,1.63149227983,-0.02611478177000004
2,2-QAM,0.055,0.172787595947,0.1,0.25,0.431538006575,0.390118791362,0.041419215213000016,1.60646454375,1.63315079954,-0.026686255790000057
2,2-QAM,0.06,0.188495559215,0.1,0.25,0.43149811964,0.389943456316,0.041554663323999985,1.60765760626,1.63490956817,-0.02725196191000001
2,2-QAM,0.065,0.204203522483,0.1,0.25,0.431456153036,0.389757658395,0.041698494641000006,1.60895718888,1.63681825955,-0.027861070669999988
2,2-QAM,0.07,0.219911485751,0.1,0.25,0.431412223228,0.389561920968,0.04185030225999997,1.61036382447,1.63887654132,-0.028512716849999897
2,2-QAM,0.075,0.235619449019,0.1,0.25,0.431366440257,0.389356759721,0.042009680536000016,1.61187807606,1.64103407758,-0.029156001520000085
2,2-QAM,0.08,0.251327412287,0.1,0.25,0.431318908815,0.389142684995,0.042176223820000025,1.61350053735,1.64339062956,-0.029890092210000052
2,2-QAM,0.085,0.267035375555,0.1,0.25,0.431269729115,0.388920203546,0.04234952556900001,1.6152318331,1.64589591339,-0.030664080290000006
2,2-QAM,0.09,0.282743338823,0.1,0.25,0.431218997599,0.38868981988,0.042529177719,1.61707261936,1.64854970148,-0.03147708211999989
2,2-QAM,0.095,0.298451302091,0.1,0.25,0.431166807536,0.388452037242,0.042714770294000004,1.61902358369,1.6513518023,-0.032328218610000015
2,2-QAM,0.1,0.314159265359,0.1,0.25,0.431113249522,0.388207358366,0.042905891155999965,1.62108544531,1.65430206469,-0.03321661937999987
2,2-QAM,0.105,0.329867228627,0.1,0.25,0.431058411909,0.387956286021,0.043102125888,1.62325895524,1.65740038211,-0.03414142686999999
2,2-QAM,0.11,0.345575191895,0.1,0.25,0.431002381169,0.387699323415,0.04330305775400001,1.62554489634,1.6606466968,-0.03510180045999989
2,2-QAM,0.115,0.361283155163,0.1,0.25,0.430945242217,0.387436974482,0.043508267734999995,1.62794408352,1.66404100393,-0.0360969204099999
2,2-QAM,0.12,0.376991118431,0.1,0.25,0.430887078687,0.387169744111,0.043717334575999967,1.63045736376,1.66758957746,-0.03713221370000008
2,2-QAM,0.125,0.392699081699,0.1,0.25,0.430827973185,0.386898138155,0.043929835029999975,1.63308561625,1.67127856252,-0.03819294626999992
2,2-QAM,0.13,0.408407044967,0.1,0.25,0.430768007501,0.386622663731,0.04414534377000001,1.63582975256,1.67511605635,-0.03928630378999998
2,2-QAM,0.135,0.424115008235,0.1,0.25,0.430707262814,0.386343829123,0.04436343369099999,1.63869071683,1.67910232692,-0.04041161009000005
2,2-QAM,0.14,0.439822971503,0.1,0.25,0.430645819972,0.386062143859,0.044583676113000015,1.64163323228,1.68323771237,-0.04160448008999995
2,2-QAM,0.145,0.455530934771,0.1,0.25,0.43058375927,0.385778118731,0.04480564053899999,1.64472815541,1.68752262373,-0.04279446832000011
2,2-QAM,0.15,0.471238898038,0.1,0.25,0.430521161103,0.385492265812,0.04502889529099996,1.64794315928,1.69195754734,-0.04401438805999991
2,2-QAM,0.155,0.486946861306,0.1,0.25,0.430458105801,0.385205098473,0.04525300732800003,1.65127934769,1.6965421586,-0.04526281090999995
2,2-QAM,0.16,0.502654824574,0.1,0.25,0.430394673818,0.384917131404,0.04547754241399998,1.65473785807,1.70127976682,-0.04654190874999986
2,2-QAM,0.165,0.518362787842,0.1,0.25,0.430330945844,0.384628880645,0.045702065199,1.6583198619,1.70616843131,-0.04784856941000015
2,2-QAM,0.17,0.53407075111,0.1,0.25,0.43026700291,0.384340863623,0.045926139286999956,1.66202656505,1.71120984876,-0.049183283710000136
2,2-QAM,0.175,0.549778714378,0.1,0.25,0.430202926486,0.384053599206,0.046149327279999985,1.66585920828,1.71640491179,-0.050545703510000095
2,2-QAM,0.18,0.565486677646,0.1,0.25,0.430138798569,0.383767607765,0.046371190803999984,1.66981906784,1.72175459874,-0.051935530900000026
2,2-QAM,0.185,0.581194640914,0.1,0.25,0.430074701752,0.383483411253,0.046591290499000015,1.67391386,1.72725997473,-0.05334611472999984
2,2-QAM,0.19,0.596902604182,0.1,0.25,0.430010719395,0.383201533294,0.046809186101000044,1.67812572243,1.73292219252,-0.054796470090000104
2,2-QAM,0.195,0.61261056745,0.1,0.25,0.429946935508,0.382922499283,0.04702443622500002,1.68247525393,1.73873343228,-0.05625817835000002
2,2-QAM,0.2,0.628318530718,0.1,0.25,0.429883435011,0.382646836492,0.04723659851900003,1.68695747665,1.74472663589,-0.057769159240000034
2,2-QAM,0.205,0.644026493986,0.1,0.25,0.429820303701,0.382375074228,0.047445229473000006,1.69157385665,1.75086436612,-0.05929050947000003
2,2-QAM,0.21,0.659734457254,0.1,0.25,0.429757628333,0.38210774388,0.047649884453,1.6963259013,1.75717311013,-0.060847208830000055
2,2-QAM,0.215,0.675442420522,0.1,0.25,0.429695496669,0.381845379137,0.04785011753199997,1.70121516082,1.76364611385,-0.062430953030000014
2,2-QAM,0.22,0.69115038379,0.1,0.25,0.429633997536,0.381588516065,0.04804548147100002,1.70624322979,1.77028500885,-0.06404177905999986
2,2-QAM,0.225,0.706858347058,0.1,0.25,0.429573220865,0.38133769323,0.048235527635,1.71141174902,1.77707912768,-0.06566737865999994
2,2-QAM,0.23,0.722566310326,0.1,0.25,0.429513257736,0.381093451928,0.04841980580800004,1.71670913295,1.78406740353,-0.06735827057999999
2,2-QAM,0.235,0.738274273594,0.1,0.25,0.429454200416,0.380856336065,0.048597864351,1.72217165574,1.79121456793,-0.06904291219000003
2,2-QAM,0.24,0.753982236862,0.1,0.25,0.429396142385,0.380626892491,0.048769249894,1.72778045411,1.79853495043,-0.07075449631999997
2,2-QAM,0.245,0.769690200129,0.1,0.25,0.429339178388,0.380405670955,0.04893350743300001,1.73353734291,1.80603057613,-0.0724932332199999
2,2-QAM,0.25,0.785398163397,0.1,0.25,0.429283404443,0.380193224187,0.04909018025599998,1.73944418929,1.81370354345,-0.07425935415999985
2,2-QAM,0.255,0.801106126665,0.1,0.25,0.429228917856,0.379990108119,0.049238809736999956,1.74550291559,1.82160604836,-0.07610313277000014
2,2-QAM,0.26,0.816814089933,0.1,0.25,0.429175817231,0.379796881316,0.04937893591500003,1.7517155024,1.82964027303,-0.07792477063000014
2,2-QAM,0.265,0.832522053201,0.1,0.25,0.429124202466,0.37961410547,0.04951009699600001,1.75808960496,1.83786605583,-0.07977645086999985
2,2-QAM,0.27,0.848230016469,0.1,0.25,0.429074174797,0.379442345168,0.04963182962899998,1.76461049166,1.8462844095,-0.08167391783999989
2,2-QAM,0.275,0.863937979737,0.1,0.25,0.42902583669,0.379282167669,0.04974366902099997,1.77129717798,1.85489266451,-0.08359548652999993
2,2-QAM,0.28,0.879645943005,0.1,0.25,0.428979291922,0.379134142726,0.04984514919600003,1.7781463005,1.86369305794,-0.08554675743999995
2,2-QAM,0.285,0.895353906273,0.1,0.25,0.428934645773,0.378998842318,0.04993580345499998,1.78521021271,1.87268781091,-0.0874775982
2,2-QAM,0.29,0.911061869541,0.1,0.25,0.428892004316,0.378876840302,0.050015164014000024,1.79239127082,1.88187911728,-0.08948784645999996
2,2-QAM,0.295,0.926769832809,0.1,0.25,0.428851474944,0.37876871199,0.05008276295399999,1.79975854004,1.89126913171,-0.09151059167000009
2,2-QAM,0.3,0.942477796077,0.1,0.25,0.428813166267,0.378675033637,0.05013813263,1.80730189985,1.90085995705,-0.0935580572000001
4,4-QAM,-0.3,-0.942477796077,0.1,0.25,0.547766941679,0.494045324955,0.053721616724,1.6063035147,1.70944472343,-0.1031412087300001
4,4-QAM,-0.295,-0.926769832809,0.1,0.25,0.55321583451,0.499444865884,0.053770968626000004,1.61164296065,1.7167338046,-0.10509084395000001
4,4-QAM,-0.29,-0.911061869541,0.1,0.25,0.558701467077,0.504879776571,0.05382169050599994,1.61698645007,1.72390362704,-0.10691717697000014
4,4-QAM,-0.285,-0.895353906273,0.1,0.25,0.564219638494,0.510343710292,0.053875928202000045,1.62226781019,1.73094420813,-0.10867639793999984
4,4-QAM,-0.28,-0.879645943005,0.1,0.25,0.56976554244,0.515829527568,0.05393601487199995,1.6275453866,1.73781492408,-0.11026953748000001
4,4-QAM,-0.275,-0.863937979737,0.1,0.25,0.575333730912,0.521329251892,0.05400447902000005,1.6327446562,1.74446894446,-0.1117242882599998
4,4-QAM,-0.27,-0.848230016469,0.1,0.25,0.580918095752,0.526834075028,0.05408402072400009,1.63783336469,1.75085565727,-0.11302229257999996
4,4-QAM,-0.265,-0.832522053201,0.1,0.25,0.586511872975,0.532334425485,0.054177447489999975,1.64277793616,1.75692349997,-0.11414556381000018
4,4-QAM,-0.26,-0.816814089933,0.1,0.25,0.592107675415,0.537820104534,0.054287570881,1.64754445195,1.76262319023,-0.11507873828000004
4,4-QAM,-0.255,-0.801106126665,0.1,0.25,0.597697556194,0.543280479907,0.05441707628699999,1.65209982551,1.76789171381,-0.1157918883000002
4,4-QAM,-0.25,-0.785398163397,0.1,0.25,0.603273102715,0.548704727791,0.05456837492400002,1.65641308123,1.7727364304,-0.11632334916999998
4,4-QAM,-0.245,-0.769690200129,0.1,0.25,0.608825557555,0.554082159612,0.05474339794299998,1.66045661511,1.77711926176,-0.11666264665000003
4,4-QAM,-0.24,-0.753982236862,0.1,0.25,0.614345959442,0.559402392957,0.054943566484999984,1.66420658449,1.78102526597,-0.11681868148000008
4,4-QAM,-0.235,-0.738274273594,0.1,0.25,0.619825295406,0.564655580522,0.05516971488399991,1.66767376338,1.78445280398,-0.1167790406
4,4-QAM,-0.23,-0.722566310326,0.1,0.25,0.625254652779,0.569832587801,0.05542206497800006,1.67079592273,1.78741060892,-0.11661468618999993
4,4-QAM,-0.225,-0.706858347058,0.1,0.25,0.630625363466,0.574925112286,0.05570025117999999,1.67358995609,1.78991576195,-0.11632580585999985
4,4-QAM,-0.22,-0.69115038379,0.1,0.25,0.635929129584,0.579925748994,0.056003380590000096,1.67605514958,1.79199157726,-0.1159364276799999
4,4-QAM,-0.215,-0.675442420522,0.1,0.25,0.641158126547,0.584828009845,0.056330116701999944,1.67819622268,1.79366559372,-0.11546937103999988
4,4-QAM,-0.21,-0.659734457254,0.1,0.25,0.646305080099,0.58962630689,0.056678773209000055,1.68002258761,1.79496783782,-0.11494525021000013
4,4-QAM,-0.205,-0.644026493986,0.1,0.25,0.651363317127,0.59431590972,0.057047407406999984,1.68154748237,1.79592944454,-0.11438196216999996
4,4-QAM,-0.2,-0.628318530718,0.1,0.25,0.656326792118,0.59889288636,0.057433905758,1.68278708919,1.79658163545,-0.11379454625999985
4,4-QAM,-0.195,-0.61261056745,0.1,0.25,0.661190092475,0.603354035203,0.05783605727200003,1.6837596748,1.79695498712,-0.1131953123199998
4,4-QAM,-0.19,-0.596902604182,0.1,0.25,0.665948426659,0.607696813632,0.05825161302699999,1.68448481844,1.79707894165,-0.11259412320999984
4,4-QAM,-0.185,-0.581194640914,0.1,0.25,0.670597599201,0.611919267187,0.05867833201400008,1.68498278148,1.79698149982,-0.11199871833999997
4,4-QAM,-0.18,-0.565486677646,0.1,0.25,0.67513397644,0.616019961457,0.05911401498299995,1.68527397145,1.79668902134,-0.11141504988999995
4,4-QAM,-0.175,-0.549778714378,0.1,0.25,0.679554446283,0.619997916971,0.05955652931199995,1.68537852624,1.79622602838,-0.11084750213999994
4,4-QAM,-0.17,-0.53407075111,0.1,0.25,0.683856374722,0.623852542932,0.06000383179000002,1.68531600417,1.79561401799,-0.11029801382000004
4,4-QAM,-0.165,-0.518362787842,0.1,0.25,0.688037561232,0.627583538933,0.06045402229899999,1.68510516461,1.79487004318,-0.10976487857000006
4,4-QAM,-0.16,-0.502654824574,0.1,0.25,0.692096194626,0.63119102496,0.060905169666000014,1.68476382304,1.79403394984,-0.10927012680000003
4,4-QAM,-0.155,-0.486946861306,0.1,0.25,0.696030810453,0.634675565433,0.061355245020000004,1.68430876531,1.79311924206,-0.10881047675
4,4-QAM,-0.15,-0.471238898038,0.1,0.25,0.699840250681,0.638037793256,0.06180245742500001,1.68375570745,1.79213742396,-0.10838171651000006
4,4-QAM,-0.145,-0.455530934771,0.1,0.25,0.703523626074,0.641278432089,0.06224519398499995,1.6831192894,1.79110024523,-0.10798095583
4,4-QAM,-0.14,-0.439822971503,0.1,0.25,0.707080281485,0.64439828675,0.06268199473500002,1.68241309306,1.79001877588,-0.10760568281999983
4,4-QAM,-0.135,-0.424115008235,0.1,0.25,0.710509764098,0.647398226437,0.06311153766100008,1.6816496773,1.78890352276,-0.10725384546000005
4,4-QAM,-0.13,-0.408407044967,0.1,0.25,0.713811794574,0.650279166047,0.06353262852700003,1.68084062364,1.78776504938,-0.10692442573999994
4,4-QAM,-0.125,-0.392699081699,0.1,0.25,0.716986240963,0.653042067138,0.06394417382500006,1.67999658846,1.78660804682,-0.10661145835999997
4,4-QAM,-0.12,-0.376991118431,0.1,0.25,0.720033095216,0.655687915828,0.064345179388,1.6791273584,1.78544164116,-0.1063142827600001
4,4-QAM,-0.115,-0.361283155163,0.1,0.25,0.722952452099,0.658217704668,0.06473474743100005,1.67824190623,1.78427377508,-0.10603186884999993
4,4-QAM,-0.11,-0.345575191895,0.1,0.25,0.725744490311,0.660632425191,0.06511206512,1.677348446,1.78311159289,-0.10576314688999999
4,4-QAM,-0.105,-0.329867228627,0.1,0.25,0.728409455604,0.662933059324,0.0654763962799999,1.67645448602,1.78196166845,-0.10550718243000001
4,4-QAM,-0.1,-0.314159265359,0.1,0.25,0.730947645712,0.665120571429,0.06582707428299994,1.67556687871,1.7808300804,-0.10526320168999992
4,4-QAM,-0.095,-0.298451302091,0.1,0.25,0.733359396917,0.667195901086,0.06616349583100001,1.67469186789,1.77972245739,-0.10503058949999988
4,4-QAM,-0.09,-0.282743338823,0.1,0.25,0.735645072069,0.669159956577,0.06648511549199998,1.67383513179,1.77864401214,-0.10480888035000002
4,4-QAM,-0.085,-0.267035375555,0.1,0.25,0.737805049917,0.671013609044,0.06679144087300004,1.67300182292,1.77759956968,-0.10459774675999989
4,4-QAM,-0.08,-0.251327412287,0.1,0.25,0.739839715613,0.672757687239,0.06708202837400001,1.67219660454,1.77659359162,-0.10439698707999989
4,4-QAM,-0.075,-0.235619449019,0.1,0.25,0.741749452247,0.674392972833,0.06735647941399991,1.671423684,1.7756301977,-0.10420651369999989
4,4-QAM,-0.07,-0.219911485751,0.1,0.25,0.743534633288,0.675920196214,0.06761443707399994,1.67068684458,1.77471318475,-0.1040263401699999
4,4-QAM,-0.065,-0.204203522483,0.1,0.25,0.745195615725,0.67734003272,0.06785558300500005,1.66998948982,1.77384604367,-0.10385655385000003
4,4-QAM,-0.06,-0.188495559215,0.1,0.25,0.746732734002,0.678653099242,0.06807963476000001,1.66933458493,1.77303197441,-0.10369738947999996
4,4-QAM,-0.055,-0.172787595947,0.1,0.25,0.748146297203,0.67985995111,0.068286346093,1.66872466321,1.77227389893,-0.10354923572000008
4,4-QAM,-0.05,-0.157079632679,0.1,0.25,0.749436581735,0.680961079177,0.06847550255800006,1.66816207617,1.77157447205,-0.10341239587999995
4,4-QAM,-0.045,-0.141371669412,0.1,0.25,0.750603827288,0.681956906946,0.06864692034200004,1.66764880801,1.77093609251,-0.10328728449999991
4,4-QAM,-0.04,-0.125663706144,0.1,0.25,0.751648233091,0.682847787565,0.06880044552600006,1.6671865304,1.77036091134,-0.10317438094000009
4,4-QAM,-0.035,-0.109955742876,0.1,0.25,0.752569954245,0.683634000361,0.06893595388399998,1.66677662075,1.76985084094,-0.1030742201899999
4,4-QAM,-0.03,-0.0942477796077,0.1,0.25,0.753369097963,0.684315746388,0.06905335157500003,1.66642017719,1.76940757765,-0.10298740045999999
4,4-QAM,-0.025,-0.0785398163397,0.1,0.25,0.754045719342,0.684893141043,0.06915257829900001,1.66611803155,1.76903284412,-0.10291481257000012
4,4-QAM,-0.02,-0.0628318530718,0.1,0.25,0.754599815895,0.685366209857,0.069233606038,1.66587076091,1.768726707,-0.10285594608999982
4,4-QAM,-0.015,-0.0471238898038,0.1,0.25,0.755031319312,0.685734881766,0.06929643754600001,1.66567869247,1.76848987349,-0.10281118102000009
4,4-QAM,-0.01,-0.0314159265359,0.1,0.25,0.755340080759,0.685998955368,0.06934112539100001,1.66554189721,1.76832254148,-0.10278064426999989
4,4-QAM,-0.005,-0.0157079632679,0.1,0.25,0.755525836934,0.686158058276,0.06936777865800003,1.66546018315,1.76822392285,-0.10276373970000008
4,4-QAM,0.0,0.0,0.1,0.25,0.755588063203,0.686211466265,0.06937659693800002,1.66541120374,1.76820543802,-0.10279423428000012
