M,constellation,generation_loss_db_per_step,raw_branch_label,raw_spacing_d,vacuum_spacing_d_interpolated,raw_hashing_bound_bits_per_attempt,vacuum_hashing_bound_bits_per_attempt_interpolated,raw_minus_vacuum_hashing_bound_bits_per_attempt
8,8-QAM,0.3,low_d,0.516505354878,0.515572355767,0.237050260946,0.240692463783,-0.0036422028369999804
8,8-QAM,0.35,low_d,0.47980257985,0.479050832849,0.211718939554,0.217213438498,-0.005494498944000004
8,8-QAM,0.4,low_d,0.451270529195,0.450771874765,0.190368425658,0.197818728429,-0.007450302771000006
8,8-QAM,0.45,low_d,0.422269017091,0.426608191293,0.173425784892,0.181441897546,-0.008016112654000013
8,8-QAM,0.5,low_d,0.396396472635,0.405683112548,0.16051043261,0.167388497354,-0.00687806474399999
16,16-QAM,0.0,high_d,1.68561076685,1.70482678511,1.67284879047,1.65791870382,0.014930086649999952
16,16-QAM,0.04,high_d,1.55885797961,1.60691072599,1.02891411649,1.01146874437,0.01744537212000008
16,16-QAM,0.05,high_d,1.53128916584,1.59221508768,0.911905849551,0.894179170145,0.017726679405999923
16,16-QAM,0.0525,high_d,1.52470755469,1.5910789603250002,0.884190340013,0.8672486200375,0.01694171997549998
16,16-QAM,0.055,high_d,1.51817779422,1.58994283297,0.857030454921,0.84031806993,0.01671238499100003
16,16-QAM,0.0575,high_d,1.51179420024,1.588806705615,0.830400821659,0.8133875198225,0.01701330183649996
16,16-QAM,0.06,high_d,1.50552069449,1.58767057826,0.80427801911,0.786456969715,0.017821049394999955
16,16-QAM,0.0625,high_d,1.49930615682,1.59112655419,0.778640379577,0.760841174241,0.0177992053360001
16,16-QAM,0.065,high_d,1.49316572196,1.60017849296,0.753467818777,0.73572636174,0.01774145703700003
16,16-QAM,0.0675,high_d,1.48697099567,1.6214748674,0.728741687868,0.711135339288,0.017606348579999986
16,16-QAM,0.07,high_d,1.48082201681,1.64893560078,0.704444645378,0.68714329108,0.01730135429799995
16,16-QAM,0.0725,high_d,1.4746080615,1.67044540268,0.680560557803,0.663790953668,0.01676960413499995
16,16-QAM,0.075,high_d,1.4682378142,1.68742313175,0.657074423674,0.641068329119,0.016006094555000017
16,16-QAM,0.0775,mid_d,1.16373992176,1.70160846736,0.634612409748,0.618957628065,0.015654781683000052
16,16-QAM,0.08,mid_d,1.14222152534,1.71393217443,0.615282623909,0.597441346487,0.017841277422000035
16,16-QAM,0.0825,high_d,1.12176817393,1.72498880088,0.596520905031,0.576502737997,0.020018167033999945
16,16-QAM,0.085,high_d,1.10131900464,1.73507487441,0.578300568802,0.556125678923,0.02217488987899996
16,16-QAM,0.0875,high_d,1.08194047058,1.74436541448,0.560610084178,0.536294535125,0.02431554905299993
16,16-QAM,0.09,mid_d,1.0614409483,1.7530124888,0.543446347417,0.51699407267,0.02645227474700007
16,16-QAM,0.0925,mid_d,1.04015545582,1.76118407908,0.526805648979,0.498209402802,0.028596246176999962
16,16-QAM,0.095,mid_d,0.981799649301,1.76884948508,0.511343718849,0.479925956655,0.031417762194
16,16-QAM,0.0975,mid_d,0.965083639006,0.972904526144,0.496457498765,0.465416606324,0.031040892441
16,16-QAM,0.1,mid_d,0.948800113919,0.955110090507,0.482084879532,0.451481954327,0.03060292520500002
16,16-QAM,0.1025,mid_d,0.936118787579,0.942289844517,0.468091109829,0.437973890449,0.030117219380000004
16,16-QAM,0.105,mid_d,0.924163450101,0.92108741108,0.454411542788,0.42493267119,0.029478871598
16,16-QAM,0.1075,mid_d,0.912569073676,0.898070744922,0.441027871577,0.412467924706,0.028559946870999997
16,16-QAM,0.11,mid_d,0.901359519473,0.870086958337,0.427922299483,0.40063118375,0.02729111573299997
16,16-QAM,0.1125,mid_d,0.891406251351,0.85555236072,0.415082561206,0.389388800479,0.025693760727000026
16,16-QAM,0.115,mid_d,0.881545619872,0.573697734709,0.402492327051,0.381421395581,0.02107093147
16,16-QAM,0.1175,mid_d,0.871981889647,0.565092125822,0.390140481468,0.376189984283,0.013950497185000021
16,16-QAM,0.12,mid_d,0.862900080637,0.557142231787,0.378015573261,0.371129894242,0.006885679019000002
16,16-QAM,0.1225,mid_d,0.854560533695,0.550706663922,0.366106884782,0.366228522387,-0.00012163760500000231
16,16-QAM,0.125,mid_d,0.84618356111,0.544094725804,0.354407697629,0.361473563317,-0.007065865687999995
16,16-QAM,0.1275,mid_d,0.837805279018,0.5369478699715,0.342908735284,0.356922355361,-0.014013620076999966
16,16-QAM,0.13,low_d,0.526253579055,0.529801014139,0.337809848115,0.352371147405,-0.014561299289999996
16,16-QAM,0.1325,low_d,0.518791188092,0.52445753099325,0.333242365661,0.34819092759225,-0.014948561931249993
16,16-QAM,0.135,low_d,0.508533155386,0.5191140478475,0.328931007586,0.3440107077795,-0.015079700193499967
16,16-QAM,0.1375,low_d,0.504547907063,0.51377056470175,0.324771459579,0.33983048796675003,-0.015059028387750029
16,16-QAM,0.14,low_d,0.496326371439,0.508427081556,0.320742313874,0.335650268154,-0.014907954280000024
16,16-QAM,0.1425,low_d,0.491009857577,0.503447338274,0.31681412709,0.3318937172515,-0.015079590161500012
16,16-QAM,0.145,low_d,0.48560713285,0.49846759499200005,0.312988093444,0.32813716634900003,-0.015149072905000005
16,16-QAM,0.1475,low_d,0.480804363506,0.49348785171000004,0.309258036695,0.3243806154465,-0.015122578751499971
16,16-QAM,0.15,low_d,0.476141308636,0.488508108428,0.305618363484,0.320624064544,-0.015005701059999987
16,16-QAM,0.16,low_d,0.457689677706,0.470465599627,0.292218572855,0.307029214171,-0.014810641315999962
16,16-QAM,0.2,low_d,0.403784887163,0.418555390394,0.251239493127,0.263275403126,-0.012035909999000005
16,16-QAM,0.25,low_d,0.363113694433,0.37349953291,0.214786066658,0.223718289379,-0.008932222721
16,16-QAM,0.3,low_d,0.333056056916,0.339648053717,0.187124749368,0.194430709661,-0.007305960293000013
16,16-QAM,0.35,low_d,0.308477733796,0.314351341591,0.165290215549,0.171871674533,-0.006581458984000005
16,16-QAM,0.4,low_d,0.289036731344,0.293900779508,0.14803992545,0.153671458104,-0.0056315326540000155
16,16-QAM,0.45,low_d,0.271023423507,0.277,0.133745506493,0.138643481765,-0.004897975272000005
16,16-QAM,0.5,low_d,0.257096035486,0.261795500356,0.121939640961,0.126008715526,-0.004069074564999983
