M,constellation,receiver,generation_loss_db_per_step,channel_loss_db,branch_label,bracket_min,bracket_max,spacing_d,hashing_bound_bits_per_attempt,success_probability,average_target_fidelity,probability_weighted_fidelity,min_coherent_information,useful_outcomes,optimizer_success,optimizer_nfev,is_boundary_peak,is_global_maximum,seconds
16,16-QAM,raw_label_srm,0.12,0.25,high_d,1.05,2.15,1.05,0.352921877588,0.999998475365,0.538138682869,0.538137862404,-0.05146051267,254,1,9,1,0,198.297
16,16-QAM,raw_label_srm,0.12,0.25,low_d,0.22,0.8,0.8,0.373884414337,0.999997022808,0.691642437463,0.691640378311,-0.510594963465,254,1,19,1,0,355.442
16,16-QAM,raw_label_srm,0.12,0.25,mid_d,0.65,1.3,0.863069257541,0.378015483403,0.999997435507,0.652797762441,0.652796088346,-0.47597694581,252,1,10,0,1,219.985
16,16-QAM,raw_label_srm,0.13,0.25,high_d,1.05,2.15,1.05,0.293691861444,0.999999280024,0.52389329307,0.523892915879,-0.109204256549,250,1,10,1,0,223.026
16,16-QAM,raw_label_srm,0.13,0.25,low_d,0.22,0.8,0.526283394311,0.337809794412,0.999997971024,0.84348259217,0.843480880763,-0.44430248245,234,1,14,0,1,258.039
16,16-QAM,raw_label_srm,0.13,0.25,mid_d,0.65,1.3,0.829812267955,0.331631360715,0.999997571787,0.66161027206,0.661608665529,-0.52587110038,250,1,10,0,0,222.905
16,16-QAM,raw_label_srm,0.14,0.25,high_d,1.05,2.15,1.05,0.237935323545,0.99999898412,0.510022867787,0.510022349664,-0.164981020444,240,1,12,1,0,251.321
16,16-QAM,raw_label_srm,0.14,0.25,low_d,0.22,0.8,0.497091753869,0.320741522841,0.999996512023,0.853192790492,0.853189814575,-0.433468603909,232,1,11,0,1,207.709
16,16-QAM,raw_label_srm,0.14,0.25,mid_d,0.65,1.3,0.65,0.300776748215,0.999992514747,0.76444537175,0.764439649684,-0.549497237422,238,1,19,1,0,351.371
16,16-QAM,raw_label_srm,0.15,0.25,high_d,1.05,2.15,1.05,0.186737370944,0.999999436035,0.496518570166,0.496518290147,-0.218905376384,222,1,11,1,0,233.648
16,16-QAM,raw_label_srm,0.15,0.25,low_d,0.22,0.8,0.476067994339,0.305617962594,0.999993903689,0.859033573365,0.859028336429,-0.427277532572,232,1,9,0,1,176.822
16,16-QAM,raw_label_srm,0.15,0.25,mid_d,0.65,1.3,0.65,0.273088274053,0.999994321868,0.755947486439,0.75594319407,-0.571126516802,236,1,18,1,0,359.745
16,16-QAM,raw_label_srm,0.16,0.25,high_d,1.05,2.15,1.90081918564,0.149962829714,0.999999999999,0.152655010003,0.152655010003,-0.0514849436924,228,1,10,0,0,222.398
16,16-QAM,raw_label_srm,0.16,0.25,low_d,0.22,0.8,0.457689677706,0.292218572855,0.999992966697,0.863888490688,0.863882414698,-0.421602194564,230,1,9,0,1,184.214
16,16-QAM,raw_label_srm,0.16,0.25,mid_d,0.65,1.3,0.65,0.246073602915,0.999991554502,0.747508638458,0.747502325376,-0.592530567264,232,1,18,1,0,371.208
16,16-QAM,raw_label_srm,0.2,0.25,high_d,1.05,2.15,2.07113892312,0.0643647181007,1,0.10807773093,0.10807773093,-0.0873717179288,140,1,14,0,0,298.415
16,16-QAM,raw_label_srm,0.2,0.25,low_d,0.22,0.8,0.403784887163,0.251239493127,0.999995998927,0.876019550521,0.876016045503,-0.406718012766,224,1,9,0,1,194.648
16,16-QAM,raw_label_srm,0.2,0.25,mid_d,0.65,1.3,0.65,0.152285822764,0.999994153574,0.714346150102,0.71434197373,-0.676144869996,190,1,18,1,0,376.077
16,16-QAM,raw_label_srm,0.25,0.25,high_d,1.05,2.15,2.11105790216,0.0195086433595,1,0.0898752403966,0.0898752403966,-0.146848629596,96,1,15,0,0,323.086
16,16-QAM,raw_label_srm,0.25,0.25,low_d,0.22,0.8,0.363113694433,0.214786066658,0.999995723439,0.881447106313,0.881443336751,-0.403288939518,224,1,11,0,1,234.756
16,16-QAM,raw_label_srm,0.25,0.25,mid_d,0.65,1.3,0.65,0.078476252941,0.999993653364,0.674235106393,0.674230827268,-0.776836462332,142,1,18,1,0,373.958
16,16-QAM,raw_label_srm,0.3,0.25,high_d,1.05,2.15,2.15,0.00320114685963,1,0.0787615414982,0.0787615414982,-0.177812081301,34,1,12,1,0,267.794
16,16-QAM,raw_label_srm,0.3,0.25,low_d,0.22,0.8,0.333056056916,0.187124749368,0.999997912811,0.884461107187,0.88445926115,-0.402439412937,224,1,8,0,1,186.644
16,16-QAM,raw_label_srm,0.3,0.25,mid_d,0.65,1.3,0.65,0.0356812470192,0.99999526261,0.6356246373,0.635621626099,-0.874011813149,106,1,18,1,0,368.331
16,16-QAM,raw_label_srm,0.35,0.25,high_d,1.05,2.15,2.12878241955,0.000780168751187,0.999999999999,0.0736300819777,0.0736300819777,-0.208783448952,6,1,12,0,0,260.727
16,16-QAM,raw_label_srm,0.35,0.25,low_d,0.22,0.8,0.308477733796,0.165290215549,0.999998653991,0.886885662499,0.886884468743,-0.401135099216,222,1,12,0,1,237.806
16,16-QAM,raw_label_srm,0.35,0.25,mid_d,0.65,1.3,0.65,0.00819634610353,0.999994784621,0.598520566354,0.598517444843,-0.968195564899,60,1,18,1,0,364.547
16,16-QAM,raw_label_srm,0.4,0.25,high_d,1.05,2.15,2.11913877429,0.000274639558528,1,0.0696882700926,0.0696882700925,-0.229474948527,2,1,12,0,0,256.599
16,16-QAM,raw_label_srm,0.4,0.25,low_d,0.22,0.8,0.289036731344,0.14803992545,0.999998014026,0.888058393187,0.888056629527,-0.402019893073,222,1,8,0,1,177.121
16,16-QAM,raw_label_srm,0.4,0.25,mid_d,0.65,1.3,0.65,0.000853313750364,0.999995723407,0.562924259734,0.562921852336,-1.05974853462,14,1,18,1,0,356.539
16,16-QAM,raw_label_srm,0.45,0.25,high_d,1.05,2.15,2.15,0.000155295649963,1,0.0663018697824,0.0663018697824,-0.228933385863,2,1,19,1,0,343.982
16,16-QAM,raw_label_srm,0.45,0.25,low_d,0.22,0.8,0.271023423507,0.133745506493,0.999998891661,0.890032127117,0.89003114066,-0.399730378772,220,1,11,0,1,214.745
16,16-QAM,raw_label_srm,0.45,0.25,mid_d,0.65,1.3,0.65,0,0.999996050649,0.528832660248,0.528830571702,-1.1489285625,0,1,18,1,0,297.010
16,16-QAM,raw_label_srm,0.5,0.25,high_d,1.05,2.15,2.15,7.81743898173e-05,0.999999999999,0.0644126931414,0.0644126931414,-0.238770198317,2,1,19,1,0,260.242
16,16-QAM,raw_label_srm,0.5,0.25,low_d,0.22,0.8,0.257096035486,0.121939640961,0.999996932158,0.890402785119,0.890400053504,-0.401452334363,220,1,9,0,1,171.322
16,16-QAM,raw_label_srm,0.5,0.25,mid_d,0.65,1.3,0.65,0,0.999994223081,0.496238353806,0.496235487078,-1.23592453402,0,1,18,1,0,250.061
