bell_0,bell_1,bell_2,bell_3,bell_4,bell_5,bell_6,bell_7,bell_8,bell_9,bell_10,bell_11,bell_12,bell_13,bell_14,bell_15
0.0009320089055703454,0.0033800211919275446,0.0005790187656152199,0.0008996760950315236,0.15649675807360688,0.10997630962817365,0.11012825203779758,0.1202107065017346,0.22065433602471468,0.042347066623784485,0.04189804144387125,0.18449924662171424,0.0013006812033895744,0.000955880646700488,0.004371151030365861,0.0013708452060020707
0.0008709215339998736,0.019561837666666686,0.004626222543539725,0.01661461992203811,0.09032363217942149,0.15147069050805997,0.14993372471400804,0.07969374661611348,0.19276282360357186,0.059485411698971535,0.06280856051872749,0.1363843318304918,0.000987019570654178,0.0031429827895178113,0.017201381602667733,0.014132092701550178
0.0006902575112497204,0.00012581595107140453,8.422641896225839e-05,0.0001269137938054151,0.0037263590236258195,0.03065897644568738,0.00034998963081903697,0.0026597093652397387,0.0009130210013101214,9.143356322651353e-05,0.0006752050497105471,6.090889601917743e-05,0.19051543116535782,0.04890790233918258,0.6674690638033177,0.052944786041414615
0.7795418752595259,0.06752301445707994,0.09904694839564787,0.044772933892162234,0.0004314678457662194,8.918345247607002e-05,0.001007006370003934,0.00010770722313378542,0.0033610013853637593,0.00042168940168226573,0.0003052033161402919,3.9631481807356504e-05,0.002705445973642561,0.00022911667600741424,0.0003456043865024583,7.217048305794129e-05
0.0009162233626986041,0.002537752636723226,0.010102646019291877,0.01987548727408265,0.21205566530393363,0.03725229111783833,0.036509513240098594,0.16715536338082676,0.13958432219028005,0.1106606095911135,0.10596000306340451,0.1100596373010624,0.0012372925724700834,0.014089537802498008,0.0032516643146759594,0.02875199082900178
0.16461424984101047,0.31755250581183864,0.15036525349587734,0.29218174462412433,0.013188550881247312,0.001167494411261015,0.023019926769512797,0.0020087629203916642,0.014394124385958102,0.012602290909902504,0.0012695654474238973,0.001123922456769118,0.005376485364651619,0.0005388858090014817,0.0004673285133299296,0.00012890835769996747
0.006628519795944939,0.0011145243856710994,0.00025657943300710093,0.0010389421849616707,0.027952035840710657,0.006102755500599754,0.0024245287161787695,0.0005480650183367478,0.03327125402182484,0.00290172829342857,0.01087464816296425,0.0009441872983972782,0.15703872303119568,0.19711732269392884,0.03855846013635689,0.5132277254864931
0.0066155535089739235,0.00017160312123698686,0.0012531479986801568,0.0015719989308261586,0.021929644686643157,0.022712759394833117,0.0018966876142887147,0.0019644522292193035,0.022156520032436268,0.0019533693673586296,0.010795913991143411,0.0009365177784932395,0.13057413626850117,0.09941966197526458,0.25615333826321407,0.41989469483888703
0.16671070660459608,0.22083132213281303,0.47366765288531254,0.08843750640873871,0.007019122706565633,0.0007035189801012062,0.00858097206536184,0.0008054722870421834,0.003571074276557775,0.025167296915907342,0.0003306767062548719,0.00219615488691374,0.0013965464645242355,0.00024655853787735005,4.8461170314579154e-05,0.00028695697111894225
0.000996218823901802,0.0016789127228623198,0.003003165047741123,0.0019019828881598555,0.20417057000808586,0.06138726698730457,0.06310774326002173,0.1647808402980159,0.17281403598074668,0.09288883032410598,0.09325257011674921,0.13277778951401925,0.0009532673630604302,0.002991476120314242,0.0014146073588893401,0.0018807231860216381
0.0008745346047127414,0.014211753492527528,0.006417232815475467,0.013804495677139197,0.05509688036034922,0.1757317749122325,0.17533199750240105,0.0644667801412217,0.1431178300967256,0.08721693198252212,0.08901795486156136,0.1374064998259696,0.0008058415250968636,0.007542337620361506,0.01464850920669756,0.014308645375006058
0.07976039801316112,0.05246602289685877,0.5483470691539624,0.24811574619052187,0.014390483942403425,0.0012667810264680272,0.0018684210364473142,0.0001748997051960377,0.007355048263683916,0.03867401365051842,0.0007538198431030919,0.0036349736180177625,0.0007950733814353492,0.00043866441169413973,3.818321630094876e-05,0.0019204016502276217
0.348230516853218,0.30163172556639367,0.16369429017271145,0.13672090579708343,0.00865822935650875,0.0007826203094379669,0.01671347245037132,0.0014594163300927316,0.004559969795404611,0.010608117251068168,0.0004228775015318496,0.0009356301009567879,0.003649509673716582,0.0001643970763831954,0.0008311121494276198,0.0009372096156940413
0.000571138935786353,0.004908339491375687,0.008888525442469323,0.003116636216399327,0.1313467886036999,0.11907617767554302,0.11441306126180179,0.11213182317364526,0.10561969605853876,0.1512218035258287,0.15088005332082804,0.0804511280149364,0.000447899006168627,0.008205798548791459,0.005594320079889445,0.0031268106442978293
0.001245401830394138,0.013603697487436603,0.007556431783573481,0.011200106035910115,0.060610580182235724,0.16338463065489464,0.16710908481904002,0.07973480842263625,0.09307576054239106,0.1274363392482879,0.129908323050654,0.1075904093717627,0.0013664563191744042,0.008492657047769834,0.015118591703676526,0.01256672150016268
0.0462111674914848,0.010819018536966643,0.007390229049827671,0.0011112086149445343,0.06689276647114203,0.07501814514114018,0.016179750491407408,0.01064411793545364,0.06889257177960986,0.013671979498710213,0.17286656913996665,0.017149492811581145,0.13768820094258322,0.1744498065583972,0.114510429607631,0.06650454592915381
0.002621708750181727,0.007035206515368652,0.008713411166127238,0.0013195780282444147,0.04617232198105231,0.19249335000754783,0.1947891306260011,0.04507686390005257,0.038587648452788136,0.20185190299901934,0.20237167870164724,0.038618028514762794,0.0027265236450457002,0.00886138034231937,0.00792210560257113,0.0008391607672705757
0.0035569549795264163,0.009749629182432386,0.008153665735520746,0.006295572859884859,0.06056503209151155,0.17016335996371237,0.17448946615817712,0.06548447974124633,0.08943025838780258,0.1431143044656593,0.14621389835762202,0.09079655923576499,0.0033016752383359478,0.009132865002950704,0.011644071577786201,0.00790820702206652
