subfigure,M,constellation,receiver,loss_db_per_arm_code,end_to_end_loss_db_midpoint,spacing_d,hashing_bound_bits_per_attempt,grid_region,loss_db,eta,success_probability,average_target_fidelity,useful_outcomes,seconds
Fig. 2(b),4,4-QAM,full_state_raw_label_srm,0.9,1.8,1.606,0.258014572109,high_d,0.9,0.812830516164,1.0,0.630162453127,16,0.003
Fig. 2(b),4,4-QAM,full_state_raw_label_srm,0.9,1.8,1.6075,0.258108366788,full_d,0.9,0.812830516164,1.0,0.6296694159,16,0.005
Fig. 2(b),4,4-QAM,full_state_raw_label_srm,0.9,1.8,1.608,0.258139275896,high_d,0.9,0.812830516164,1.0,0.629505102556,16,0.093
Fig. 2(b),4,4-QAM,full_state_raw_label_srm,0.9,1.8,1.61,0.258261132635,high_d,0.9,0.812830516164,1.0,0.628848011878,16,0.01
Fig. 2(b),4,4-QAM,full_state_raw_label_srm,0.9,1.8,1.612,0.258380140526,high_d,0.9,0.812830516164,1.0,0.62819118278,16,0.003
Fig. 2(b),4,4-QAM,full_state_raw_label_srm,0.9,1.8,1.6125,0.258409447164,full_d,0.9,0.812830516164,1.0,0.628027016574,16,0.003
Fig. 2(b),4,4-QAM,full_state_raw_label_srm,0.9,1.8,1.614,0.258496297862,high_d,0.9,0.812830516164,1.0,0.627534616942,16,0.039
Fig. 2(b),4,4-QAM,full_state_raw_label_srm,0.9,1.8,1.615,0.258553307063,full_d,0.9,0.812830516164,1.0,0.627206433269,16,0.004
Fig. 2(b),4,4-QAM,full_state_raw_label_srm,0.9,1.8,1.616,0.258609603027,high_d,0.9,0.812830516164,1.0,0.626878316036,16,0.003
Fig. 2(b),4,4-QAM,full_state_raw_label_srm,0.9,1.8,1.6175,0.258692709244,full_d,0.9,0.812830516164,1.0,0.626386265217,16,0.004
Fig. 2(b),4,4-QAM,full_state_raw_label_srm,0.9,1.8,1.618,0.258720054498,high_d,0.9,0.812830516164,1.0,0.626222281722,16,0.011
Fig. 2(b),4,4-QAM,full_state_raw_label_srm,0.9,1.8,1.62,0.258827650843,high_d,0.9,0.812830516164,1.0,0.625566515654,16,0.037
Fig. 2(b),4,4-QAM,full_state_raw_label_srm,0.9,1.8,1.622,0.258932390724,high_d,0.9,0.812830516164,1.0,0.624911019475,16,0.003
Fig. 2(b),4,4-QAM,full_state_raw_label_srm,0.9,1.8,1.6225,0.258958129223,full_d,0.9,0.812830516164,1.0,0.624747187792,16,0.003
Fig. 2(b),4,4-QAM,full_state_raw_label_srm,0.9,1.8,1.624,0.259034272893,high_d,0.9,0.812830516164,1.0,0.624255794821,16,0.003
Fig. 2(b),4,4-QAM,full_state_raw_label_srm,0.9,1.8,1.625,0.259084141971,full_d,0.9,0.812830516164,1.0,0.623928284824,16,0.003
Fig. 2(b),4,4-QAM,full_state_raw_label_srm,0.9,1.8,1.626,0.259133296196,high_d,0.9,0.812830516164,1.0,0.623600843318,16,0.004
Fig. 2(b),4,4-QAM,full_state_raw_label_srm,0.9,1.8,1.6275,0.2592056869,full_d,0.9,0.812830516164,1.0,0.623109809921,16,0.003
Fig. 2(b),4,4-QAM,full_state_raw_label_srm,0.9,1.8,1.628,0.25922945957,high_d,0.9,0.812830516164,1.0,0.622946166585,16,0.003
Fig. 2(b),4,4-QAM,full_state_raw_label_srm,0.9,1.8,1.63,0.259322762047,high_d,0.9,0.812830516164,1.0,0.622291766231,16,0.004
Fig. 2(b),4,4-QAM,full_state_raw_label_srm,0.9,1.8,1.632,0.259413202746,high_d,0.9,0.812830516164,1.0,0.621637643857,16,0.041
Fig. 2(b),4,4-QAM,full_state_raw_label_srm,0.9,1.8,1.6325,0.259435365674,full_d,0.9,0.812830516164,1.0,0.621474156884,16,0.042
Fig. 2(b),4,4-QAM,full_state_raw_label_srm,0.9,1.8,1.634,0.259500780883,high_d,0.9,0.812830516164,1.0,0.620983801055,16,0.003
Fig. 2(b),4,4-QAM,full_state_raw_label_srm,0.9,1.8,1.635,0.259543496269,full_d,0.9,0.812830516164,1.0,0.620656984989,16,0.003
Fig. 2(b),4,4-QAM,full_state_raw_label_srm,0.9,1.8,1.636,0.259585495762,high_d,0.9,0.812830516164,1.0,0.62033023941,16,0.003
Fig. 2(b),4,4-QAM,full_state_raw_label_srm,0.9,1.8,1.6375,0.259647152543,full_d,0.9,0.812830516164,1.0,0.619840253634,16,0.003
Fig. 2(b),4,4-QAM,full_state_raw_label_srm,0.9,1.8,1.638,0.259667346781,high_d,0.9,0.812830516164,1.0,0.619676960498,16,0.003
Fig. 2(b),4,4-QAM,full_state_raw_label_srm,0.9,1.8,1.64,0.25974633343,high_d,0.9,0.812830516164,1.0,0.619023965887,16,0.017
Fig. 2(b),4,4-QAM,full_state_raw_label_srm,0.9,1.8,1.642,0.259822455287,high_d,0.9,0.812830516164,1.0,0.618371257136,16,0.003
Fig. 2(b),4,4-QAM,full_state_raw_label_srm,0.9,1.8,1.6425,0.259841038088,full_d,0.9,0.812830516164,1.0,0.618208124796,16,0.025
Fig. 2(b),4,4-QAM,full_state_raw_label_srm,0.9,1.8,1.644,0.259895712025,high_d,0.9,0.812830516164,1.0,0.617718835797,16,0.003
Fig. 2(b),4,4-QAM,full_state_raw_label_srm,0.9,1.8,1.645,0.259931265896,full_d,0.9,0.812830516164,1.0,0.61739273339,16,0.003
Fig. 2(b),4,4-QAM,full_state_raw_label_srm,0.9,1.8,1.646,0.259966103405,high_d,0.9,0.812830516164,1.0,0.617066703414,16,0.003
Fig. 2(b),4,4-QAM,full_state_raw_label_srm,0.9,1.8,1.6475,0.260017016457,full_d,0.9,0.812830516164,1.0,0.616577794678,16,0.008
Fig. 2(b),4,4-QAM,full_state_raw_label_srm,0.9,1.8,1.648,0.26003362928,high_d,0.9,0.812830516164,1.0,0.616414861523,16,0.077
Fig. 2(b),4,4-QAM,full_state_raw_label_srm,0.9,1.8,1.65,0.260098289593,high_d,0.9,0.812830516164,1.0,0.615763311652,16,0.004
Fig. 2(b),4,4-QAM,full_state_raw_label_srm,0.9,1.8,1.652,0.260160084377,high_d,0.9,0.812830516164,1.0,0.615112055321,16,0.003
Fig. 2(b),4,4-QAM,full_state_raw_label_srm,0.9,1.8,1.6525,0.260175085346,full_d,0.9,0.812830516164,1.0,0.614949287281,16,0.041
Fig. 2(b),4,4-QAM,full_state_raw_label_srm,0.9,1.8,1.654,0.260219013754,high_d,0.9,0.812830516164,1.0,0.614461094042,16,0.031
Fig. 2(b),4,4-QAM,full_state_raw_label_srm,0.9,1.8,1.655,0.260247403978,full_d,0.9,0.812830516164,1.0,0.614135724519,16,0.003
Fig. 2(b),4,4-QAM,full_state_raw_label_srm,0.9,1.8,1.656,0.260275077936,high_d,0.9,0.812830516164,1.0,0.613810429322,16,0.004
Fig. 2(b),4,4-QAM,full_state_raw_label_srm,0.9,1.8,1.6575,0.260315245967,full_d,0.9,0.812830516164,1.0,0.613322626299,16,0.003
Fig. 2(b),4,4-QAM,full_state_raw_label_srm,0.9,1.8,1.658,0.260328277226,high_d,0.9,0.812830516164,1.0,0.613160062657,16,0.05
Fig. 2(b),4,4-QAM,full_state_raw_label_srm,0.9,1.8,1.66,0.260378612011,high_d,0.9,0.812830516164,1.0,0.612509995537,16,0.003
Fig. 2(b),4,4-QAM,full_state_raw_label_srm,0.9,1.8,1.662,0.26042608277,high_d,0.9,0.812830516164,1.0,0.611860229446,16,0.003
Fig. 2(b),4,4-QAM,full_state_raw_label_srm,0.9,1.8,1.6625,0.26043750302,full_d,0.9,0.812830516164,1.0,0.611697835132,16,0.024
Fig. 2(b),4,4-QAM,full_state_raw_label_srm,0.9,1.8,1.664,0.260470690069,high_d,0.9,0.812830516164,1.0,0.611210765859,16,0.004
Fig. 2(b),4,4-QAM,full_state_raw_label_srm,0.9,1.8,1.665,0.260491920122,full_d,0.9,0.812830516164,1.0,0.610886147963,16,0.006
Fig. 2(b),4,4-QAM,full_state_raw_label_srm,0.9,1.8,1.666,0.260512434561,high_d,0.9,0.812830516164,1.0,0.610561606244,16,0.003
Fig. 2(b),4,4-QAM,full_state_raw_label_srm,0.9,1.8,1.6675,0.260541864655,full_d,0.9,0.812830516164,1.0,0.610074936893,16,0.008
Fig. 2(b),4,4-QAM,full_state_raw_label_srm,0.9,1.8,1.668,0.260551316986,high_d,0.9,0.812830516164,1.0,0.609912752062,16,0.011
Fig. 2(b),4,4-QAM,full_state_raw_label_srm,0.9,1.8,1.67,0.260587338171,high_d,0.9,0.812830516164,1.0,0.609264204767,16,0.021
Fig. 2(b),4,4-QAM,full_state_raw_label_srm,0.9,1.8,1.672,0.260620499027,high_d,0.9,0.812830516164,1.0,0.608615965807,16,0.004
Fig. 2(b),4,4-QAM,full_state_raw_label_srm,0.9,1.8,1.6725,0.26062834243,full_d,0.9,0.812830516164,1.0,0.608453954414,16,0.034
Fig. 2(b),4,4-QAM,full_state_raw_label_srm,0.9,1.8,1.674,0.260650800555,high_d,0.9,0.812830516164,1.0,0.607968036622,16,0.003
Fig. 2(b),4,4-QAM,full_state_raw_label_srm,0.9,1.8,1.675,0.260664879405,full_d,0.9,0.812830516164,1.0,0.607644188643,16,0.07
Fig. 2(b),4,4-QAM,full_state_raw_label_srm,0.9,1.8,1.676,0.260678243836,high_d,0.9,0.812830516164,1.0,0.607320418646,16,0.004
Fig. 2(b),4,4-QAM,full_state_raw_label_srm,0.9,1.8,1.6775,0.260696951272,full_d,0.9,0.812830516164,1.0,0.606834910252,16,0.003
Fig. 2(b),4,4-QAM,full_state_raw_label_srm,0.9,1.8,1.678,0.260702830038,high_d,0.9,0.812830516164,1.0,0.606673113304,16,0.003
Fig. 2(b),4,4-QAM,full_state_raw_label_srm,0.9,1.8,1.68,0.260724560415,high_d,0.9,0.812830516164,1.0,0.606026122018,16,0.005
Fig. 2(b),4,4-QAM,full_state_raw_label_srm,0.9,1.8,1.682,0.2607434363,high_d,0.9,0.812830516164,1.0,0.6053794462,16,0.018
Fig. 2(b),4,4-QAM,full_state_raw_label_srm,0.9,1.8,1.6825,0.260747709422,full_d,0.9,0.812830516164,1.0,0.605217826703,16,0.034
Fig. 2(b),4,4-QAM,full_state_raw_label_srm,0.9,1.8,1.684,0.260759459113,high_d,0.9,0.812830516164,1.0,0.604733087259,16,0.029
Fig. 2(b),4,4-QAM,full_state_raw_label_srm,0.9,1.8,1.685,0.260766401083,full_d,0.9,0.812830516164,1.0,0.604410027055,16,0.003
Fig. 2(b),4,4-QAM,full_state_raw_label_srm,0.9,1.8,1.686,0.260772630355,high_d,0.9,0.812830516164,1.0,0.604087046594,16,0.022
Fig. 2(b),4,4-QAM,full_state_raw_label_srm,0.9,1.8,1.6875,0.260780638391,full_d,0.9,0.812830516164,1.0,0.603602725803,16,0.003
Fig. 2(b),4,4-QAM,full_state_raw_label_srm,0.9,1.8,1.688,0.260782951607,high_d,0.9,0.812830516164,1.0,0.6034413256,16,0.042
Fig. 2(b),4,4-QAM,full_state_raw_label_srm,0.9,1.8,1.69,0.260790424534,high_d,0.9,0.812830516164,1.0,0.602795925665,16,0.005
Fig. 2(b),4,4-QAM,full_state_raw_label_srm,0.9,1.8,1.692,0.260795050881,high_d,0.9,0.812830516164,1.0,0.602150848172,16,0.004
Fig. 2(b),4,4-QAM,full_state_raw_label_srm,0.9,1.8,1.6925,0.260795762902,full_d,0.9,0.812830516164,1.0,0.601989629341,16,0.003
Fig. 2(b),4,4-QAM,full_state_raw_label_srm,0.9,1.8,1.694,0.260796832472,high_d,0.9,0.812830516164,1.0,0.601506094495,16,0.031
Fig. 2(b),4,4-QAM,full_state_raw_label_srm,0.9,1.8,1.695,0.260796657077,full_d,0.9,0.812830516164,1.0,0.601183839517,16,0.003
Fig. 2(b),4,4-QAM,full_state_raw_label_srm,0.9,1.8,1.696,0.260795771212,high_d,0.9,0.812830516164,1.0,0.600861666006,16,0.003
Fig. 2(b),4,4-QAM,full_state_raw_label_srm,0.9,1.8,1.6975,0.260793110835,full_d,0.9,0.812830516164,1.0,0.600378558863,16,0.013
Fig. 2(b),4,4-QAM,full_state_raw_label_srm,0.9,1.8,1.698,0.260791869083,high_d,0.9,0.812830516164,1.0,0.600217564067,16,0.013
Fig. 2(b),4,4-QAM,full_state_raw_label_srm,0.9,1.8,1.7,0.260785128147,high_d,0.9,0.812830516164,1.0,0.599573790037,16,0.004
Fig. 2(b),4,4-QAM,full_state_raw_label_srm,0.9,1.8,1.702,0.260775550543,high_d,0.9,0.812830516164,1.0,0.598930345269,16,0.004
Fig. 2(b),4,4-QAM,full_state_raw_label_srm,0.9,1.8,1.7025,0.26077271317,full_d,0.9,0.812830516164,1.0,0.598769535682,16,0.003
Fig. 2(b),4,4-QAM,full_state_raw_label_srm,0.9,1.8,1.704,0.260763138486,high_d,0.9,0.812830516164,1.0,0.598287231109,16,0.012
Fig. 2(b),4,4-QAM,full_state_raw_label_srm,0.9,1.8,1.705,0.260755870252,full_d,0.9,0.812830516164,1.0,0.597965798427,16,0.003
Fig. 2(b),4,4-QAM,full_state_raw_label_srm,0.9,1.8,1.706,0.26074789427,high_d,0.9,0.812830516164,1.0,0.597644448899,16,0.019
Fig. 2(b),4,4-QAM,full_state_raw_label_srm,0.9,1.8,1.7075,0.260734603924,full_d,0.9,0.812830516164,1.0,0.597162580887,16,0.062
Fig. 2(b),4,4-QAM,full_state_raw_label_srm,0.9,1.8,1.708,0.260729820261,high_d,0.9,0.812830516164,1.0,0.597001999974,16,0.025
Fig. 2(b),4,4-QAM,full_state_raw_label_srm,0.9,1.8,1.71,0.260708918904,high_d,0.9,0.812830516164,1.0,0.596359885665,16,0.01
Fig. 2(b),4,4-QAM,full_state_raw_label_srm,0.9,1.8,1.712,0.260685192715,high_d,0.9,0.812830516164,1.0,0.595718107296,16,0.024
Fig. 2(b),4,4-QAM,full_state_raw_label_srm,0.9,1.8,1.7125,0.26067882009,full_d,0.9,0.812830516164,1.0,0.595557715349,16,0.003
Fig. 2(b),4,4-QAM,full_state_raw_label_srm,0.9,1.8,1.714,0.260658644286,high_d,0.9,0.812830516164,1.0,0.595076666187,16,0.02
Fig. 2(b),4,4-QAM,full_state_raw_label_srm,0.9,1.8,1.715,0.260644312561,full_d,0.9,0.812830516164,1.0,0.594756072516,16,0.051
Fig. 2(b),4,4-QAM,full_state_raw_label_srm,0.9,1.8,1.716,0.260629276281,high_d,0.9,0.812830516164,1.0,0.594435563652,16,0.018
Fig. 2(b),4,4-QAM,full_state_raw_label_srm,0.9,1.8,1.7175,0.260605401574,full_d,0.9,0.812830516164,1.0,0.593954959729,16,0.003
Fig. 2(b),4,4-QAM,full_state_raw_label_srm,0.9,1.8,1.718,0.260597091437,high_d,0.9,0.812830516164,1.0,0.593794801002,16,0.028
Fig. 2(b),4,4-QAM,full_state_raw_label_srm,0.9,1.8,1.72,0.260562092562,high_d,0.9,0.812830516164,1.0,0.59315437954,16,0.02
Fig. 2(b),4,4-QAM,full_state_raw_label_srm,0.9,1.8,1.722,0.260524282537,high_d,0.9,0.812830516164,1.0,0.592514300566,16,0.013
Fig. 2(b),4,4-QAM,full_state_raw_label_srm,0.9,1.8,1.7225,0.260514391132,full_d,0.9,0.812830516164,1.0,0.592354334488,16,0.003
Fig. 2(b),4,4-QAM,full_state_raw_label_srm,0.9,1.8,1.724,0.26048366431,high_d,0.9,0.812830516164,1.0,0.591874565374,16,0.007
Fig. 2(b),4,4-QAM,full_state_raw_label_srm,0.9,1.8,1.725,0.260462303062,full_d,0.9,0.812830516164,1.0,0.5915548271,16,0.003
Fig. 2(b),4,4-QAM,full_state_raw_label_srm,0.9,1.8,1.726,0.260440240902,high_d,0.9,0.812830516164,1.0,0.591235175255,16,0.004
Fig. 2(b),4,4-QAM,full_state_raw_label_srm,0.9,1.8,1.7275,0.260405834301,full_d,0.9,0.812830516164,1.0,0.590755859893,16,0.004
Fig. 2(b),4,4-QAM,full_state_raw_label_srm,0.9,1.8,1.728,0.260394015401,high_d,0.9,0.812830516164,1.0,0.590596131494,16,0.015
Fig. 2(b),4,4-QAM,full_state_raw_label_srm,0.9,1.8,1.73,0.260344990965,high_d,0.9,0.812830516164,1.0,0.58995743537,16,0.003
Fig. 2(b),4,4-QAM,full_state_raw_label_srm,0.9,1.8,1.732,0.260293170819,high_d,0.9,0.812830516164,1.0,0.589319088162,16,0.021
Fig. 2(b),4,4-QAM,full_state_raw_label_srm,0.9,1.8,1.7325,0.260279779337,full_d,0.9,0.812830516164,1.0,0.589159556026,16,0.003
Fig. 2(b),4,4-QAM,full_state_raw_label_srm,0.9,1.8,1.734,0.260238558254,high_d,0.9,0.812830516164,1.0,0.588681091138,16,0.012
Fig. 2(b),4,4-QAM,full_state_raw_label_srm,0.9,1.8,1.735,0.260210205861,full_d,0.9,0.812830516164,1.0,0.588362224343,16,0.003
Fig. 2(b),4,4-QAM,full_state_raw_label_srm,0.9,1.8,1.736,0.260181156628,high_d,0.9,0.812830516164,1.0,0.588043445568,16,0.003
Fig. 2(b),4,4-QAM,full_state_raw_label_srm,0.9,1.8,1.7375,0.260136277146,full_d,0.9,0.812830516164,1.0,0.587565442792,16,0.003
Fig. 2(b),4,4-QAM,full_state_raw_label_srm,0.9,1.8,1.738,0.260120969367,high_d,0.9,0.812830516164,1.0,0.587406152715,16,0.022
Fig. 2(b),4,4-QAM,full_state_raw_label_srm,0.9,1.8,1.74,0.260057999958,high_d,0.9,0.812830516164,1.0,0.586769213836,16,0.061
Fig. 2(b),4,4-QAM,full_state_raw_label_srm,0.9,1.8,1.742,0.259992251954,high_d,0.9,0.812830516164,1.0,0.586132630187,16,0.003
Fig. 2(b),4,4-QAM,full_state_raw_label_srm,0.9,1.8,1.7425,0.259975381221,full_d,0.9,0.812830516164,1.0,0.585973539926,16,0.003
Fig. 2(b),4,4-QAM,full_state_raw_label_srm,0.9,1.8,1.744,0.259923728974,high_d,0.9,0.812830516164,1.0,0.585496403018,16,0.032
Fig. 2(b),4,4-QAM,full_state_raw_label_srm,0.9,1.8,1.745,0.259888428015,full_d,0.9,0.812830516164,1.0,0.585178423503,16,0.02
Fig. 2(b),4,4-QAM,full_state_raw_label_srm,0.9,1.8,1.746,0.259852434696,high_d,0.9,0.812830516164,1.0,0.584860533575,16,0.003
Fig. 2(b),4,4-QAM,full_state_raw_label_srm,0.9,1.8,1.7475,0.259797147573,full_d,0.9,0.812830516164,1.0,0.584383867,16,0.003
Fig. 2(b),4,4-QAM,full_state_raw_label_srm,0.9,1.8,1.748,0.259778372863,high_d,0.9,0.812830516164,1.0,0.584225023103,16,0.089
Fig. 2(b),4,4-QAM,full_state_raw_label_srm,0.9,1.8,1.75,0.259701547279,high_d,0.9,0.812830516164,1.0,0.583589872839,16,0.003
Fig. 2(b),4,4-QAM,full_state_raw_label_srm,0.9,1.8,1.752,0.259621961807,high_d,0.9,0.812830516164,1.0,0.582955084019,16,0.003
Fig. 2(b),4,4-QAM,full_state_raw_label_srm,0.9,1.8,1.7525,0.259601634666,full_d,0.9,0.812830516164,1.0,0.582796443434,16,0.003
Fig. 2(b),4,4-QAM,full_state_raw_label_srm,0.9,1.8,1.754,0.259539620375,high_d,0.9,0.812830516164,1.0,0.582320657875,16,0.003
Fig. 2(b),4,4-QAM,full_state_raw_label_srm,0.9,1.8,1.755,0.259497417416,full_d,0.9,0.812830516164,1.0,0.582003581189,16,0.003
Fig. 2(b),4,4-QAM,full_state_raw_label_srm,0.9,1.8,1.756,0.259454526965,high_d,0.9,0.812830516164,1.0,0.581686595633,16,0.004
Fig. 2(b),4,4-QAM,full_state_raw_label_srm,0.9,1.8,1.7575,0.259388903353,full_d,0.9,0.812830516164,1.0,0.581211288501,16,0.003
Fig. 2(b),4,4-QAM,full_state_raw_label_srm,0.9,1.8,1.758,0.259366685622,high_d,0.9,0.812830516164,1.0,0.58105289852,16,0.011
Fig. 2(b),4,4-QAM,full_state_raw_label_srm,0.9,1.8,1.76,0.259276100448,high_d,0.9,0.812830516164,1.0,0.580419567756,16,0.004
Fig. 2(b),4,4-QAM,full_state_raw_label_srm,0.9,1.8,1.7625,0.259159016809,full_d,0.9,0.812830516164,1.0,0.579628421335,16,0.047
Fig. 2(b),4,4-QAM,full_state_raw_label_srm,0.9,1.8,1.765,0.259037660687,full_d,0.9,0.812830516164,1.0,0.578837851607,16,0.015
Fig. 2(b),4,4-QAM,full_state_raw_label_srm,0.9,1.8,1.7675,0.258912040468,full_d,0.9,0.812830516164,1.0,0.578047860938,16,0.044
Fig. 2(b),4,4-QAM,full_state_raw_label_srm,0.9,1.8,1.77,0.258782164673,full_d,0.9,0.812830516164,1.0,0.577258451682,16,0.003
Fig. 2(b),4,4-QAM,full_state_raw_label_srm,0.9,1.8,1.7725,0.258648041957,full_d,0.9,0.812830516164,1.0,0.576469626189,16,0.034
Fig. 2(b),4,4-QAM,full_state_raw_label_srm,0.9,1.8,1.775,0.258509681107,full_d,0.9,0.812830516164,1.0,0.5756813868,16,0.003
Fig. 2(b),4,4-QAM,full_state_raw_label_srm,0.9,1.8,1.7775,0.258367091037,full_d,0.9,0.812830516164,1.0,0.57489373585,16,0.003
Fig. 2(b),4,4-QAM,full_state_raw_label_srm,0.9,1.8,1.78,0.258220280791,full_d,0.9,0.812830516164,1.0,0.574106675668,16,0.003
Fig. 2(b),4,4-QAM,full_state_raw_label_srm,0.9,1.8,1.7825,0.258069259537,full_d,0.9,0.812830516164,1.0,0.573320208574,16,0.003
Fig. 2(b),4,4-QAM,full_state_raw_label_srm,0.9,1.8,1.785,0.257914036567,full_d,0.9,0.812830516164,1.0,0.572534336885,16,0.004
Fig. 2(b),4,4-QAM,full_state_raw_label_srm,0.9,1.8,1.7875,0.257754621294,full_d,0.9,0.812830516164,1.0,0.571749062911,16,0.003
Fig. 2(b),4,4-QAM,full_state_raw_label_srm,0.9,1.8,1.79,0.257591023252,full_d,0.9,0.812830516164,1.0,0.570964388954,16,0.069
Fig. 2(b),4,4-QAM,full_state_raw_label_srm,0.9,1.8,1.7925,0.257423252091,full_d,0.9,0.812830516164,1.0,0.570180317314,16,0.012
Fig. 2(b),4,4-QAM,full_state_raw_label_srm,0.9,1.8,1.795,0.257251317579,full_d,0.9,0.812830516164,1.0,0.569396850283,16,0.173
Fig. 2(b),4,4-QAM,full_state_raw_label_srm,0.9,1.8,1.7975,0.257075229597,full_d,0.9,0.812830516164,1.0,0.56861399015,16,0.003
Fig. 2(b),4,4-QAM,full_state_raw_label_srm,0.9,1.8,1.8,0.256894998138,full_d,0.9,0.812830516164,1.0,0.567831739197,16,0.043
Fig. 2(b),4,4-QAM,full_state_raw_label_srm,0.9,1.8,1.8025,0.256710633305,full_d,0.9,0.812830516164,1.0,0.567050099702,16,0.004
Fig. 2(b),4,4-QAM,full_state_raw_label_srm,0.9,1.8,1.805,0.256522145311,full_d,0.9,0.812830516164,1.0,0.56626907394,16,0.004
Fig. 2(b),4,4-QAM,full_state_raw_label_srm,0.9,1.8,1.8075,0.256329544473,full_d,0.9,0.812830516164,1.0,0.565488664178,16,0.007
Fig. 2(b),4,4-QAM,full_state_raw_label_srm,0.9,1.8,1.81,0.256132841215,full_d,0.9,0.812830516164,1.0,0.564708872683,16,0.004
Fig. 2(b),4,4-QAM,full_state_raw_label_srm,0.9,1.8,1.8125,0.255932046062,full_d,0.9,0.812830516164,1.0,0.563929701717,16,0.11
Fig. 2(b),4,4-QAM,full_state_raw_label_srm,0.9,1.8,1.815,0.255727169641,full_d,0.9,0.812830516164,1.0,0.563151153535,16,0.067
Fig. 2(b),4,4-QAM,full_state_raw_label_srm,0.9,1.8,1.8175,0.255518222675,full_d,0.9,0.812830516164,1.0,0.562373230392,16,0.032
Fig. 2(b),4,4-QAM,full_state_raw_label_srm,0.9,1.8,1.82,0.255305215988,full_d,0.9,0.812830516164,1.0,0.56159593454,16,0.063
Fig. 2(b),4,4-QAM,full_state_raw_label_srm,0.9,1.8,1.8225,0.255088160494,full_d,0.9,0.812830516164,1.0,0.560819268224,16,0.015
Fig. 2(b),4,4-QAM,full_state_raw_label_srm,0.9,1.8,1.825,0.254867067203,full_d,0.9,0.812830516164,1.0,0.56004323369,16,0.019
Fig. 2(b),4,4-QAM,full_state_raw_label_srm,0.9,1.8,1.8275,0.254641947214,full_d,0.9,0.812830516164,1.0,0.559267833179,16,0.017
Fig. 2(b),4,4-QAM,full_state_raw_label_srm,0.9,1.8,1.83,0.254412811714,full_d,0.9,0.812830516164,1.0,0.55849306893,16,0.037
Fig. 2(b),4,4-QAM,full_state_raw_label_srm,0.9,1.8,1.8325,0.254179671977,full_d,0.9,0.812830516164,1.0,0.557718943178,16,0.014
Fig. 2(b),4,4-QAM,full_state_raw_label_srm,0.9,1.8,1.835,0.253942539361,full_d,0.9,0.812830516164,1.0,0.556945458159,16,0.004
Fig. 2(b),4,4-QAM,full_state_raw_label_srm,0.9,1.8,1.8375,0.253701425305,full_d,0.9,0.812830516164,1.0,0.556172616103,16,0.013
Fig. 2(b),4,4-QAM,full_state_raw_label_srm,0.9,1.8,1.84,0.253456341326,full_d,0.9,0.812830516164,1.0,0.555400419241,16,0.047
Fig. 2(b),4,4-QAM,full_state_raw_label_srm,0.9,1.8,1.8425,0.253207299019,full_d,0.9,0.812830516164,1.0,0.5546288698,16,0.024
Fig. 2(b),4,4-QAM,full_state_raw_label_srm,0.9,1.8,1.845,0.252954310052,full_d,0.9,0.812830516164,1.0,0.553857970007,16,0.034
Fig. 2(b),4,4-QAM,full_state_raw_label_srm,0.9,1.8,1.8475,0.252697386165,full_d,0.9,0.812830516164,1.0,0.553087722087,16,0.034
Fig. 2(b),4,4-QAM,full_state_raw_label_srm,0.9,1.8,1.85,0.252436539164,full_d,0.9,0.812830516164,1.0,0.552318128263,16,0.004
Fig. 2(b),4,4-QAM,full_state_raw_label_srm,0.9,1.8,1.8525,0.252171780923,full_d,0.9,0.812830516164,1.0,0.551549190756,16,0.037
Fig. 2(b),4,4-QAM,full_state_raw_label_srm,0.9,1.8,1.855,0.251903123376,full_d,0.9,0.812830516164,1.0,0.550780911789,16,0.004
Fig. 2(b),4,4-QAM,full_state_raw_label_srm,0.9,1.8,1.8575,0.251630578516,full_d,0.9,0.812830516164,1.0,0.550013293581,16,0.092
Fig. 2(b),4,4-QAM,full_state_raw_label_srm,0.9,1.8,1.86,0.25135415839,full_d,0.9,0.812830516164,1.0,0.549246338352,16,0.003
Fig. 2(b),4,4-QAM,full_state_raw_label_srm,0.9,1.8,1.8625,0.251073875098,full_d,0.9,0.812830516164,1.0,0.548480048319,16,0.03
Fig. 2(b),4,4-QAM,full_state_raw_label_srm,0.9,1.8,1.865,0.250789740785,full_d,0.9,0.812830516164,1.0,0.547714425702,16,0.003
Fig. 2(b),4,4-QAM,full_state_raw_label_srm,0.9,1.8,1.8675,0.25050176764,full_d,0.9,0.812830516164,1.0,0.546949472718,16,0.004
Fig. 2(b),4,4-QAM,full_state_raw_label_srm,0.9,1.8,1.87,0.250209967887,full_d,0.9,0.812830516164,1.0,0.546185191584,16,0.003
Fig. 2(b),4,4-QAM,full_state_raw_label_srm,0.9,1.8,1.8725,0.249914353787,full_d,0.9,0.812830516164,1.0,0.545421584518,16,0.003
Fig. 2(b),4,4-QAM,full_state_raw_label_srm,0.9,1.8,1.875,0.249614937623,full_d,0.9,0.812830516164,1.0,0.544658653736,16,0.02
Fig. 2(b),4,4-QAM,full_state_raw_label_srm,0.9,1.8,1.8775,0.249311731704,full_d,0.9,0.812830516164,1.0,0.543896401457,16,0.003
Fig. 2(b),4,4-QAM,full_state_raw_label_srm,0.9,1.8,1.88,0.249004748349,full_d,0.9,0.812830516164,1.0,0.543134829898,16,0.003
Fig. 2(b),4,4-QAM,full_state_raw_label_srm,0.9,1.8,1.8825,0.248693999888,full_d,0.9,0.812830516164,1.0,0.542373941276,16,0.068
