subfigure,M,loss_db_per_arm,end_to_end_loss_db,spacing_d,optimized_32outcome_povm_rate,raw_label_srm_rate_at_same_d,optimized_minus_raw_srm_at_same_d,relative_gain_vs_raw_srm_at_same_d_percent,raw_label_srm_optimized_rate_same_loss,raw_label_srm_optimized_d_same_loss,best_matrix_path_in_release,spacing_scale,vacuum_omit_srm_rate_at_same_d,vacuum_omit_srm_optimized_rate_same_loss,vacuum_omit_srm_optimized_d_same_loss,note
End Matter optimized-POVM comparison,4,0.25,0.5,1.7598008010405002,1.1288896662782093,1.0852099281308667,0.043679738147342606,4.025003551393534,1.085266393981564,1.7680323559332387,data/raw/optimized_povm/best_M4_loss_0.25_scale_0p93_outcomes_32.npz,0.93,1.0043695919490772,1.0190355315218165,1.8922589361750248,SRM baseline was evaluated with scripts/check_raw_label_vs_vacuum_omit_srm_qam.py:evaluate_receiver at the optimized POVM d.
