subfigure,M,constellation,receiver,interface_loss_db_per_reflection,channel_loss_db_per_arm_code,end_to_end_channel_loss_db_midpoint,phase_error_pi,phase_error_rad,optimized_spacing_d,hashing_bound_bits_per_attempt,source_folder,source_loss_db_per_interface,channel_loss_db_per_arm,eta_source,eta_channel,seed_spacing_d,bracket_min,bracket_max,success_probability,average_target_fidelity,probability_weighted_fidelity,min_coherent_information,useful_outcomes,optimizer_success,optimizer_nfev,is_boundary_peak,seconds
"Fig. 3(c,d)",4,4-QAM,raw_label_srm,0.1,0.25,0.5,0.01,0.0314159265359,1.66554189717,0.755340080759,interface_0p1db,0.1,0.25,0.977237220956,0.944060876286,1.66541120374,1.36541120374,1.96541120374,1.0,0.7812691928,0.7812691928,0.639546117609,16,1,8,0,0.207
"Fig. 3(c,d)",4,4-QAM,raw_label_srm,0.1,0.25,0.5,0.015,0.0471238898038,1.66567869233,0.755031319312,interface_0p1db,0.1,0.25,0.977237220956,0.944060876286,1.66541120374,1.36541120374,1.96541120374,1.0,0.781272514348,0.781272514348,0.639228934784,16,1,8,0,0.261
"Fig. 3(c,d)",4,4-QAM,raw_label_srm,0.1,0.25,0.5,0.02,0.0628318530718,1.66587076085,0.754599815895,interface_0p1db,0.1,0.25,0.977237220956,0.944060876286,1.66541120374,1.36541120374,1.96541120374,1.0,0.781277040792,0.781277040792,0.638785027218,16,1,8,0,0.614
"Fig. 3(c,d)",4,4-QAM,raw_label_srm,0.1,0.25,0.5,0.025,0.0785398163397,1.66611803151,0.754045719342,interface_0p1db,0.1,0.25,0.977237220956,0.944060876286,1.66541120374,1.36541120374,1.96541120374,1.0,0.781282792168,0.781282792168,0.638214589271,16,1,8,0,0.185
"Fig. 3(c,d)",4,4-QAM,raw_label_srm,0.1,0.25,0.5,0.03,0.0942477796077,1.66642017719,0.753369097963,interface_0p1db,0.1,0.25,0.977237220956,0.944060876286,1.66541120374,1.36541120374,1.96541120374,1.0,0.781289848234,0.781289848234,0.637517892411,16,1,8,0,0.266
"Fig. 3(c,d)",4,4-QAM,raw_label_srm,0.1,0.25,0.5,0.035,0.109955742876,1.66677662072,0.752569954245,interface_0p1db,0.1,0.25,0.977237220956,0.944060876286,1.66541120374,1.36541120374,1.96541120374,1.0,0.781298347056,0.781298347056,0.636695289361,16,1,8,0,0.433
"Fig. 3(c,d)",4,4-QAM,raw_label_srm,0.1,0.25,0.5,0.04,0.125663706144,1.66718653038,0.751648233091,interface_0p1db,0.1,0.25,0.977237220956,0.944060876286,1.66541120374,1.36541120374,1.96541120374,1.0,0.781308485831,0.781308485831,0.635747220038,16,1,8,0,0.196
"Fig. 3(c,d)",4,4-QAM,raw_label_srm,0.1,0.25,0.5,0.045,0.141371669412,1.66764880799,0.750603827288,interface_0p1db,0.1,0.25,0.977237220956,0.944060876286,1.66541120374,1.36541120374,1.96541120374,1.0,0.781320523322,0.781320523322,0.63467421912,16,1,8,0,0.254
"Fig. 3(c,d)",4,4-QAM,raw_label_srm,0.1,0.25,0.5,0.05,0.157079632679,1.66816207617,0.749436581735,interface_0p1db,0.1,0.25,0.977237220956,0.944060876286,1.66541120374,1.36541120374,1.96541120374,1.0,0.781334782414,0.781334782414,0.633476924828,16,1,8,0,0.345
"Fig. 3(c,d)",4,4-QAM,raw_label_srm,0.1,0.25,0.5,0.055,0.172787595947,1.66872466321,0.748146297203,interface_0p1db,0.1,0.25,0.977237220956,0.944060876286,1.66541120374,1.36541120374,1.96541120374,1.0,0.781351653152,0.781351653152,0.632156089031,16,1,8,0,0.247
"Fig. 3(c,d)",4,4-QAM,raw_label_srm,0.1,0.25,0.5,0.06,0.188495559215,1.66933458493,0.746732734002,interface_0p1db,0.1,0.25,0.977237220956,0.944060876286,1.66541120374,1.36541120374,1.96541120374,1.0,0.781371596381,0.781371596381,0.630712588775,16,1,8,0,0.17
"Fig. 3(c,d)",4,4-QAM,raw_label_srm,0.1,0.25,0.5,0.065,0.204203522483,1.66998948982,0.745195615725,interface_0p1db,0.1,0.25,0.977237220956,0.944060876286,1.66541120374,1.36541120374,1.96541120374,1.0,0.781395155452,0.781395155452,0.629147441702,16,1,8,0,0.285
"Fig. 3(c,d)",4,4-QAM,raw_label_srm,0.1,0.25,0.5,0.07,0.219911485751,1.67068684458,0.743534633288,interface_0p1db,0.1,0.25,0.977237220956,0.944060876286,1.66541120374,1.36541120374,1.96541120374,1.0,0.781422914581,0.781422914581,0.627461805286,16,1,8,0,0.34
"Fig. 3(c,d)",4,4-QAM,raw_label_srm,0.1,0.25,0.5,0.075,0.235619449019,1.671423684,0.741749452247,interface_0p1db,0.1,0.25,0.977237220956,0.944060876286,1.66541120374,1.36541120374,1.96541120374,1.0,0.781455553678,0.781455553678,0.625657008551,16,1,8,0,0.443
"Fig. 3(c,d)",4,4-QAM,raw_label_srm,0.1,0.25,0.5,0.08,0.251327412287,1.67219660453,0.739839715613,interface_0p1db,0.1,0.25,0.977237220956,0.944060876286,1.66541120374,1.36541120374,1.96541120374,1.0,0.781493849043,0.781493849043,0.623734567942,16,1,8,0,0.639
"Fig. 3(c,d)",4,4-QAM,raw_label_srm,0.1,0.25,0.5,0.085,0.267035375555,1.67300182292,0.737805049917,interface_0p1db,0.1,0.25,0.977237220956,0.944060876286,1.66541120374,1.36541120374,1.96541120374,1.0,0.781538659543,0.781538659543,0.621696199465,16,1,8,0,0.456
"Fig. 3(c,d)",4,4-QAM,raw_label_srm,0.1,0.25,0.5,0.09,0.282743338823,1.67383513179,0.735645072069,interface_0p1db,0.1,0.25,0.977237220956,0.944060876286,1.66541120374,1.36541120374,1.96541120374,1.0,0.781590935516,0.781590935516,0.619543839525,16,1,8,0,0.195
"Fig. 3(c,d)",4,4-QAM,raw_label_srm,0.1,0.25,0.5,0.095,0.298451302091,1.67469186789,0.733359396917,interface_0p1db,0.1,0.25,0.977237220956,0.944060876286,1.66541120374,1.36541120374,1.96541120374,1.0,0.781651724717,0.781651724717,0.617279666072,16,1,8,0,0.809
"Fig. 3(c,d)",4,4-QAM,raw_label_srm,0.1,0.25,0.5,0.1,0.314159265359,1.67556687871,0.730947645712,interface_0p1db,0.1,0.25,0.977237220956,0.944060876286,1.66541120374,1.36541120374,1.96541120374,1.0,0.781722178471,0.781722178471,0.614906121024,16,1,8,0,0.113
"Fig. 3(c,d)",4,4-QAM,raw_label_srm,0.1,0.25,0.5,0.105,0.329867228627,1.67645448601,0.728409455604,interface_0p1db,0.1,0.25,0.977237220956,0.944060876286,1.66541120374,1.36541120374,1.96541120374,1.0,0.781803558336,0.781803558336,0.61242593398,16,1,8,0,0.278
"Fig. 3(c,d)",4,4-QAM,raw_label_srm,0.1,0.25,0.5,0.11,0.345575191895,1.67734844603,0.725744490311,interface_0p1db,0.1,0.25,0.977237220956,0.944060876286,1.66541120374,1.36541120374,1.96541120374,1.0,0.781897243313,0.781897243313,0.609842147111,16,1,8,0,0.112
"Fig. 3(c,d)",4,4-QAM,raw_label_srm,0.1,0.25,0.5,0.115,0.361283155163,1.67824190622,0.722952452099,interface_0p1db,0.1,0.25,0.977237220956,0.944060876286,1.66541120374,1.36541120374,1.96541120374,1.0,0.782004737597,0.782004737597,0.607158141059,16,1,8,0,0.519
"Fig. 3(c,d)",4,4-QAM,raw_label_srm,0.1,0.25,0.5,0.12,0.376991118431,1.67912735839,0.720033095216,interface_0p1db,0.1,0.25,0.977237220956,0.944060876286,1.66541120374,1.36541120374,1.96541120374,1.0,0.782127678911,0.782127678911,0.604377661599,16,1,8,0,0.627
"Fig. 3(c,d)",4,4-QAM,raw_label_srm,0.1,0.25,0.5,0.125,0.392699081699,1.67999658846,0.716986240963,interface_0p1db,0.1,0.25,0.977237220956,0.944060876286,1.66541120374,1.36541120374,1.96541120374,1.0,0.782267847313,0.782267847313,0.601504846701,16,1,8,0,0.043
"Fig. 3(c,d)",4,4-QAM,raw_label_srm,0.1,0.25,0.5,0.13,0.408407044967,1.68084062364,0.713811794574,interface_0p1db,0.1,0.25,0.977237220956,0.944060876286,1.66541120374,1.36541120374,1.96541120374,1.0,0.782427174335,0.782427174335,0.598544253492,16,1,8,0,0.222
"Fig. 3(c,d)",4,4-QAM,raw_label_srm,0.1,0.25,0.5,0.135,0.424115008235,1.6816496773,0.710509764098,interface_0p1db,0.1,0.25,0.977237220956,0.944060876286,1.66541120374,1.36541120374,1.96541120374,1.0,0.782607752322,0.782607752322,0.59550088448,16,1,8,0,0.394
"Fig. 3(c,d)",4,4-QAM,raw_label_srm,0.1,0.25,0.5,0.14,0.439822971503,1.68241309306,0.707080281485,interface_0p1db,0.1,0.25,0.977237220956,0.944060876286,1.66541120374,1.36541120374,1.96541120374,1.0,0.78281184368,0.78281184368,0.59238021218,16,1,8,0,0.053
"Fig. 3(c,d)",4,4-QAM,raw_label_srm,0.1,0.25,0.5,0.145,0.455530934771,1.68311928939,0.703523626074,interface_0p1db,0.1,0.25,0.977237220956,0.944060876286,1.66541120374,1.36541120374,1.96541120374,1.0,0.783041889723,0.783041889723,0.589188201035,16,1,8,0,0.33
"Fig. 3(c,d)",4,4-QAM,raw_label_srm,0.1,0.25,0.5,0.15,0.471238898038,1.68375570744,0.699840250681,interface_0p1db,0.1,0.25,0.977237220956,0.944060876286,1.66541120374,1.36541120374,1.96541120374,1.0,0.78330051853,0.78330051853,0.58593132517,16,1,8,0,0.131
"Fig. 3(c,d)",4,4-QAM,raw_label_srm,0.1,0.25,0.5,0.155,0.486946861306,1.68430876531,0.696030810453,interface_0p1db,0.1,0.25,0.977237220956,0.944060876286,1.66541120374,1.36541120374,1.96541120374,1.0,0.783590551195,0.783590551195,0.58261658017,16,1,8,0,0.145
"Fig. 3(c,d)",4,4-QAM,raw_label_srm,0.1,0.25,0.5,0.16,0.502654824574,1.68476382304,0.692096194626,interface_0p1db,0.1,0.25,0.977237220956,0.944060876286,1.66541120374,1.36541120374,1.96541120374,1.0,0.783915005506,0.783915005506,0.579251486556,16,1,8,0,0.113
"Fig. 3(c,d)",4,4-QAM,raw_label_srm,0.1,0.25,0.5,0.165,0.518362787842,1.68510516461,0.688037561232,interface_0p1db,0.1,0.25,0.977237220956,0.944060876286,1.66541120374,1.36541120374,1.96541120374,1.0,0.784277095863,0.784277095863,0.575844082094,16,1,8,0,0.078
"Fig. 3(c,d)",4,4-QAM,raw_label_srm,0.1,0.25,0.5,0.17,0.53407075111,1.68531600417,0.683856374722,interface_0p1db,0.1,0.25,0.977237220956,0.944060876286,1.66541120374,1.36541120374,1.96541120374,1.0,0.784680227944,0.784680227944,0.572402899465,16,1,8,0,0.288
"Fig. 3(c,d)",4,4-QAM,raw_label_srm,0.1,0.25,0.5,0.175,0.549778714378,1.68537852624,0.679554446283,interface_0p1db,0.1,0.25,0.977237220956,0.944060876286,1.66541120374,1.36541120374,1.96541120374,1.0,0.785127986173,0.785127986173,0.568936925122,16,1,8,0,0.461
"Fig. 3(c,d)",4,4-QAM,raw_label_srm,0.1,0.25,0.5,0.18,0.565486677646,1.68527397145,0.67513397644,interface_0p1db,0.1,0.25,0.977237220956,0.944060876286,1.66541120374,1.36541120374,1.96541120374,1.0,0.785624111774,0.785624111774,0.565455534557,16,1,8,0,0.33
"Fig. 3(c,d)",4,4-QAM,raw_label_srm,0.1,0.25,0.5,0.185,0.581194640914,1.68498278148,0.670597599201,interface_0p1db,0.1,0.25,0.977237220956,0.944060876286,1.66541120374,1.36541120374,1.96541120374,1.0,0.786172468734,0.786172468734,0.561968398652,16,1,8,0,0.362
"Fig. 3(c,d)",4,4-QAM,raw_label_srm,0.1,0.25,0.5,0.19,0.596902604182,1.68448481844,0.665948426659,interface_0p1db,0.1,0.25,0.977237220956,0.944060876286,1.66541120374,1.36541120374,1.96541120374,1.0,0.786776994754,0.786776994754,0.558485355562,16,1,8,0,0.451
"Fig. 3(c,d)",4,4-QAM,raw_label_srm,0.1,0.25,0.5,0.195,0.61261056745,1.6837596748,0.661190092475,interface_0p1db,0.1,0.25,0.977237220956,0.944060876286,1.66541120374,1.36541120374,1.96541120374,1.0,0.787441634219,0.787441634219,0.555016242872,16,1,8,0,0.436
"Fig. 3(c,d)",4,4-QAM,raw_label_srm,0.1,0.25,0.5,0.2,0.628318530718,1.68278708918,0.656326792118,interface_0p1db,0.1,0.25,0.977237220956,0.944060876286,1.66541120374,1.36541120374,1.96541120374,1.0,0.788170250371,0.788170250371,0.551570685885,16,1,8,0,0.373
"Fig. 3(c,d)",4,4-QAM,raw_label_srm,0.1,0.25,0.5,0.205,0.644026493986,1.68154748237,0.651363317127,interface_0p1db,0.1,0.25,0.977237220956,0.944060876286,1.66541120374,1.36541120374,1.96541120374,1.0,0.788966514154,0.788966514154,0.54815783987,16,1,8,0,0.07
"Fig. 3(c,d)",4,4-QAM,raw_label_srm,0.1,0.25,0.5,0.21,0.659734457254,1.68002258761,0.646305080099,interface_0p1db,0.1,0.25,0.977237220956,0.944060876286,1.66541120374,1.36541120374,1.96541120374,1.0,0.789833775813,0.789833775813,0.544786092428,16,1,8,0,0.169
"Fig. 3(c,d)",4,4-QAM,raw_label_srm,0.1,0.25,0.5,0.215,0.675442420522,1.67819622268,0.641158126547,interface_0p1db,0.1,0.25,0.977237220956,0.944060876286,1.66541120374,1.36541120374,1.96541120374,1.0,0.790774909412,0.790774909412,0.541462726866,16,1,8,0,0.095
"Fig. 3(c,d)",4,4-QAM,raw_label_srm,0.1,0.25,0.5,0.22,0.69115038379,1.67605514958,0.635929129584,interface_0p1db,0.1,0.25,0.977237220956,0.944060876286,1.66541120374,1.36541120374,1.96541120374,1.0,0.791792142156,0.791792142156,0.538193565868,16,1,8,0,0.323
"Fig. 3(c,d)",4,4-QAM,raw_label_srm,0.1,0.25,0.5,0.225,0.706858347058,1.67358995609,0.630625363466,interface_0p1db,0.1,0.25,0.977237220956,0.944060876286,1.66541120374,1.36541120374,1.96541120374,1.0,0.792886882319,0.792886882319,0.534982622664,16,1,8,0,0.388
"Fig. 3(c,d)",4,4-QAM,raw_label_srm,0.1,0.25,0.5,0.23,0.722566310326,1.67079592272,0.625254652779,interface_0p1db,0.1,0.25,0.977237220956,0.944060876286,1.66541120374,1.36541120374,1.96541120374,1.0,0.794059553009,0.794059553009,0.526571473998,16,1,8,0,0.374
"Fig. 3(c,d)",4,4-QAM,raw_label_srm,0.1,0.25,0.5,0.235,0.738274273594,1.66767376341,0.619825295406,interface_0p1db,0.1,0.25,0.977237220956,0.944060876286,1.66541120374,1.36541120374,1.96541120374,1.0,0.795309454395,0.795309454395,0.517126282268,16,1,8,0,0.537
"Fig. 3(c,d)",4,4-QAM,raw_label_srm,0.1,0.25,0.5,0.24,0.753982236862,1.66420658458,0.614345959442,interface_0p1db,0.1,0.25,0.977237220956,0.944060876286,1.66541120374,1.36541120374,1.96541120374,1.0,0.796639630418,0.796639630418,0.507338561444,16,1,9,0,0.507
"Fig. 3(c,d)",4,4-QAM,raw_label_srm,0.1,0.25,0.5,0.245,0.769690200129,1.66045661512,0.608825557555,interface_0p1db,0.1,0.25,0.977237220956,0.944060876286,1.66541120374,1.36541120374,1.96541120374,1.0,0.798036519784,0.798036519784,0.497221413313,16,1,8,0,0.363
"Fig. 3(c,d)",4,4-QAM,raw_label_srm,0.1,0.25,0.5,0.25,0.785398163397,1.65641308123,0.603273102715,interface_0p1db,0.1,0.25,0.977237220956,0.944060876286,1.66541120374,1.36541120374,1.96541120374,1.0,0.799502016198,0.799502016198,0.486773682848,16,1,8,0,0.271
"Fig. 3(c,d)",4,4-QAM,raw_label_srm,0.1,0.25,0.5,0.255,0.801106126665,1.6520998255,0.597697556194,interface_0p1db,0.1,0.25,0.977237220956,0.944060876286,1.66541120374,1.36541120374,1.96541120374,1.0,0.801030790239,0.801030790239,0.476004624837,16,1,8,0,0.076
"Fig. 3(c,d)",4,4-QAM,raw_label_srm,0.1,0.25,0.5,0.26,0.816814089933,1.64754445195,0.592107675415,interface_0p1db,0.1,0.25,0.977237220956,0.944060876286,1.66541120374,1.36541120374,1.96541120374,1.0,0.80261680033,0.80261680033,0.464927207445,16,1,8,0,0.316
"Fig. 3(c,d)",4,4-QAM,raw_label_srm,0.1,0.25,0.5,0.265,0.832522053201,1.64277793616,0.586511872975,interface_0p1db,0.1,0.25,0.977237220956,0.944060876286,1.66541120374,1.36541120374,1.96541120374,1.0,0.804253371426,0.804253371426,0.4535580894,16,1,8,0,0.044
"Fig. 3(c,d)",4,4-QAM,raw_label_srm,0.1,0.25,0.5,0.27,0.848230016469,1.63783336469,0.580918095752,interface_0p1db,0.1,0.25,0.977237220956,0.944060876286,1.66541120374,1.36541120374,1.96541120374,1.0,0.805933451352,0.805933451352,0.441917235711,16,1,8,0,0.351
"Fig. 3(c,d)",4,4-QAM,raw_label_srm,0.1,0.25,0.5,0.275,0.863937979737,1.6327446562,0.575333730912,interface_0p1db,0.1,0.25,0.977237220956,0.944060876286,1.66541120374,1.36541120374,1.96541120374,1.0,0.807649866749,0.807649866749,0.430027381535,16,1,8,0,0.146
"Fig. 3(c,d)",4,4-QAM,raw_label_srm,0.1,0.25,0.5,0.28,0.879645943005,1.62754538661,0.56976554244,interface_0p1db,0.1,0.25,0.977237220956,0.944060876286,1.66541120374,1.36541120374,1.96541120374,1.0,0.80939555473,0.80939555473,0.417913402346,16,1,8,0,0.286
"Fig. 3(c,d)",4,4-QAM,raw_label_srm,0.1,0.25,0.5,0.285,0.895353906273,1.62226781019,0.564219638494,interface_0p1db,0.1,0.25,0.977237220956,0.944060876286,1.66541120374,1.36541120374,1.96541120374,1.0,0.811163752797,0.811163752797,0.405601652789,16,1,8,0,0.245
"Fig. 3(c,d)",4,4-QAM,raw_label_srm,0.1,0.25,0.5,0.29,0.911061869541,1.61698645007,0.558701467077,interface_0p1db,0.1,0.25,0.977237220956,0.944060876286,1.66541120374,1.36541120374,1.96541120374,1.0,0.812939107557,0.812939107557,0.393132395466,16,1,8,0,0.142
"Fig. 3(c,d)",4,4-QAM,raw_label_srm,0.1,0.25,0.5,0.295,0.926769832809,1.61164296065,0.55321583451,interface_0p1db,0.1,0.25,0.977237220956,0.944060876286,1.66541120374,1.36541120374,1.96541120374,1.0,0.814733385122,0.814733385122,0.380507819226,16,1,8,0,0.212
"Fig. 3(c,d)",4,4-QAM,raw_label_srm,0.1,0.25,0.5,0.3,0.942477796077,1.6063035147,0.547766941679,interface_0p1db,0.1,0.25,0.977237220956,0.944060876286,1.66541120374,1.36541120374,1.96541120374,1.0,0.816532918539,0.816532918539,0.367767232733,16,1,8,0,0.138
"Fig. 3(c,d)",8,8-QAM,raw_label_srm,0.1,0.25,0.5,-0.3,-0.942477796077,1.51839291748,0.740265507959,interface_0p1db,0.1,0.25,0.977237220956,0.944060876286,1.58663656397,1.28663656397,1.88663656397,1.0,0.604999571874,0.604999571874,0.637097438333,64,1,7,0,2.982
"Fig. 3(c,d)",8,8-QAM,raw_label_srm,0.1,0.25,0.5,-0.295,-0.926769832809,1.51940537312,0.740490634526,interface_0p1db,0.1,0.25,0.977237220956,0.944060876286,1.58663656397,1.28663656397,1.88663656397,1.0,0.603543792196,0.603543792196,0.638648566674,64,1,7,0,3.093
"Fig. 3(c,d)",8,8-QAM,raw_label_srm,0.1,0.25,0.5,-0.29,-0.911061869541,1.52052690271,0.740735940473,interface_0p1db,0.1,0.25,0.977237220956,0.944060876286,1.58663656397,1.28663656397,1.88663656397,1.0,0.602067354971,0.602067354971,0.640100222203,64,1,7,0,2.85
"Fig. 3(c,d)",8,8-QAM,raw_label_srm,0.1,0.25,0.5,-0.285,-0.895353906273,1.52175561721,0.741001993809,interface_0p1db,0.1,0.25,0.977237220956,0.944060876286,1.58663656397,1.28663656397,1.88663656397,1.0,0.600570986407,0.600570986407,0.641452557299,64,1,7,0,3.104
"Fig. 3(c,d)",8,8-QAM,raw_label_srm,0.1,0.25,0.5,-0.28,-0.879645943005,1.52313902113,0.741289312963,interface_0p1db,0.1,0.25,0.977237220956,0.944060876286,1.58663656397,1.28663656397,1.88663656397,1.0,0.599037375941,0.59903737594,0.642701397811,64,1,7,0,2.926
"Fig. 3(c,d)",8,8-QAM,raw_label_srm,0.1,0.25,0.5,-0.275,-0.863937979737,1.52458934715,0.741598345102,interface_0p1db,0.1,0.25,0.977237220956,0.944060876286,1.58663656397,1.28663656397,1.88663656397,1.0,0.597498611622,0.597498611622,0.643856816028,64,1,7,0,2.949
"Fig. 3(c,d)",8,8-QAM,raw_label_srm,0.1,0.25,0.5,-0.27,-0.848230016469,1.5261442279,0.741929450439,interface_0p1db,0.1,0.25,0.977237220956,0.944060876286,1.58663656397,1.28663656397,1.88663656397,1.0,0.595940988919,0.595940988919,0.644916962673,64,1,7,0,2.964
"Fig. 3(c,d)",8,8-QAM,raw_label_srm,0.1,0.25,0.5,-0.265,-0.832522053201,1.52779463544,0.742282881815,interface_0p1db,0.1,0.25,0.977237220956,0.944060876286,1.58663656397,1.28663656397,1.88663656397,1.0,0.594367841347,0.594367841346,0.645885218066,64,1,8,0,3.23
"Fig. 3(c,d)",8,8-QAM,raw_label_srm,0.1,0.25,0.5,-0.26,-0.816814089933,1.52953482046,0.742658765179,interface_0p1db,0.1,0.25,0.977237220956,0.944060876286,1.58663656397,1.28663656397,1.88663656397,1.0,0.592781303292,0.592781303292,0.646765136536,64,1,8,0,3.055
"Fig. 3(c,d)",8,8-QAM,raw_label_srm,0.1,0.25,0.5,-0.255,-0.801106126665,1.53135805862,0.743057081082,interface_0p1db,0.1,0.25,0.977237220956,0.944060876286,1.58663656397,1.28663656397,1.88663656397,1.0,0.59118386204,0.59118386204,0.647560823832,64,1,8,0,3.163
"Fig. 3(c,d)",8,8-QAM,raw_label_srm,0.1,0.25,0.5,-0.25,-0.785398163397,1.53325672021,0.743477648728,interface_0p1db,0.1,0.25,0.977237220956,0.944060876286,1.58663656397,1.28663656397,1.88663656397,1.0,0.589578330882,0.589578330882,0.648276867796,64,1,8,0,3.058
"Fig. 3(c,d)",8,8-QAM,raw_label_srm,0.1,0.25,0.5,-0.245,-0.769690200129,1.53522223693,0.743920112737,interface_0p1db,0.1,0.25,0.977237220956,0.944060876286,1.58663656397,1.28663656397,1.88663656397,1.0,0.587967859549,0.587967859549,0.648644323971,64,1,8,0,3.026
"Fig. 3(c,d)",8,8-QAM,raw_label_srm,0.1,0.25,0.5,-0.24,-0.753982236862,1.53724516687,0.744383931406,interface_0p1db,0.1,0.25,0.977237220956,0.944060876286,1.58663656397,1.28663656397,1.88663656397,1.0,0.586355908706,0.586355908706,0.648521718906,64,1,8,0,2.876
"Fig. 3(c,d)",8,8-QAM,raw_label_srm,0.1,0.25,0.5,-0.235,-0.738274273594,1.53931531785,0.744868369796,interface_0p1db,0.1,0.25,0.977237220956,0.944060876286,1.58663656397,1.28663656397,1.88663656397,1.0,0.584746203107,0.584746203107,0.648414000397,64,1,8,0,2.986
"Fig. 3(c,d)",8,8-QAM,raw_label_srm,0.1,0.25,0.5,-0.23,-0.722566310326,1.54137929249,0.745372497117,interface_0p1db,0.1,0.25,0.977237220956,0.944060876286,1.58663656397,1.28663656397,1.88663656397,1.0,0.583158178765,0.583158178765,0.64833172601,64,1,8,0,3.078
"Fig. 3(c,d)",8,8-QAM,raw_label_srm,0.1,0.25,0.5,-0.225,-0.706858347058,1.54351219575,0.745895189124,interface_0p1db,0.1,0.25,0.977237220956,0.944060876286,1.58663656397,1.28663656397,1.88663656397,1.0,0.581564488665,0.581564488665,0.648260065459,64,1,8,0,3.214
"Fig. 3(c,d)",8,8-QAM,raw_label_srm,0.1,0.25,0.5,-0.22,-0.69115038379,1.54565878016,0.746435134855,interface_0p1db,0.1,0.25,0.977237220956,0.944060876286,1.58663656397,1.28663656397,1.88663656397,1.0,0.579985225421,0.579985225421,0.648209598369,64,1,8,0,2.905
"Fig. 3(c,d)",8,8-QAM,raw_label_srm,0.1,0.25,0.5,-0.215,-0.675442420522,1.54780751554,0.746990848847,interface_0p1db,0.1,0.25,0.977237220956,0.944060876286,1.58663656397,1.28663656397,1.88663656397,1.0,0.578424549029,0.578424549029,0.648181968766,64,1,8,0,2.983
"Fig. 3(c,d)",8,8-QAM,raw_label_srm,0.1,0.25,0.5,-0.21,-0.659734457254,1.54994706334,0.747560686986,interface_0p1db,0.1,0.25,0.977237220956,0.944060876286,1.58663656397,1.28663656397,1.88663656397,1.0,0.576886534587,0.576886534587,0.648178495406,64,1,8,0,3.011
"Fig. 3(c,d)",8,8-QAM,raw_label_srm,0.1,0.25,0.5,-0.205,-0.644026493986,1.55206649642,0.748142866187,interface_0p1db,0.1,0.25,0.977237220956,0.944060876286,1.58663656397,1.28663656397,1.88663656397,1.0,0.575375092471,0.575375092471,0.648200130321,64,1,8,0,2.977
"Fig. 3(c,d)",8,8-QAM,raw_label_srm,0.1,0.25,0.5,-0.2,-0.628318530718,1.55415547982,0.748735487019,interface_0p1db,0.1,0.25,0.977237220956,0.944060876286,1.58663656397,1.28663656397,1.88663656397,1.0,0.573893903214,0.573893903214,0.648247435265,64,1,8,0,2.971
"Fig. 3(c,d)",8,8-QAM,raw_label_srm,0.1,0.25,0.5,-0.195,-0.61261056745,1.55620444972,0.749336558219,interface_0p1db,0.1,0.25,0.977237220956,0.944060876286,1.58663656397,1.28663656397,1.88663656397,1.0,0.572446353562,0.572446353562,0.64832056867,64,1,8,0,3.098
"Fig. 3(c,d)",8,8-QAM,raw_label_srm,0.1,0.25,0.5,-0.19,-0.596902604182,1.55820474099,0.749944022283,interface_0p1db,0.1,0.25,0.977237220956,0.944060876286,1.58663656397,1.28663656397,1.88663656397,1.0,0.571035491642,0.571035491642,0.648419290555,64,1,8,0,2.986
"Fig. 3(c,d)",8,8-QAM,raw_label_srm,0.1,0.25,0.5,-0.185,-0.581194640914,1.56014869316,0.750555781019,interface_0p1db,0.1,0.25,0.977237220956,0.944060876286,1.58663656397,1.28663656397,1.88663656397,1.0,0.569663990276,0.569663990276,0.648424758783,64,1,8,0,3.001
"Fig. 3(c,d)",8,8-QAM,raw_label_srm,0.1,0.25,0.5,-0.18,-0.565486677646,1.56202971473,0.751169720523,interface_0p1db,0.1,0.25,0.977237220956,0.944060876286,1.58663656397,1.28663656397,1.88663656397,1.0,0.568334125684,0.568334125684,0.648450903472,64,1,8,0,2.94
"Fig. 3(c,d)",8,8-QAM,raw_label_srm,0.1,0.25,0.5,-0.175,-0.549778714378,1.56384230668,0.751783734561,interface_0p1db,0.1,0.25,0.977237220956,0.944060876286,1.58663656397,1.28663656397,1.88663656397,1.0,0.567047771027,0.567047771027,0.648503404881,64,1,8,0,2.961
"Fig. 3(c,d)",8,8-QAM,raw_label_srm,0.1,0.25,0.5,-0.17,-0.53407075111,1.56558206031,0.75239574592,interface_0p1db,0.1,0.25,0.977237220956,0.944060876286,1.58663656397,1.28663656397,1.88663656397,1.0,0.565806399329,0.565806399329,0.648580697803,64,1,8,0,2.919
"Fig. 3(c,d)",8,8-QAM,raw_label_srm,0.1,0.25,0.5,-0.165,-0.518362787842,1.56729564629,0.753003725343,interface_0p1db,0.1,0.25,0.977237220956,0.944060876286,1.58663656397,1.28663656397,1.88663656397,1.0,0.564593068285,0.564593068285,0.648672567796,64,1,8,0,2.933
"Fig. 3(c,d)",8,8-QAM,raw_label_srm,0.1,0.25,0.5,-0.16,-0.502654824574,1.56888066265,0.753605707612,interface_0p1db,0.1,0.25,0.977237220956,0.944060876286,1.58663656397,1.28663656397,1.88663656397,1.0,0.563444574804,0.563444574804,0.648794083689,64,1,8,0,3.018
