subfigure,M,constellation,receiver,loss_db_per_arm_code,end_to_end_loss_db_midpoint,hashing_bound_bits_per_attempt,optimized_spacing_d,source_dataset,loss_db,vacuum_rate,raw_rate,raw_minus_vacuum,vacuum_d,raw_d,source_file,raw_success_probability,raw_average_target_fidelity,raw_useful_outcomes,raw_candidate_seconds,note,source_label,source_priority,vacuum_candidate_source,raw_candidate_source,vacuum_candidate_seconds,vacuum_bracket_min,vacuum_bracket_max,raw_bracket_min,raw_bracket_max,vacuum_optimizer_success,raw_optimizer_success,vacuum_optimizer_nfev,raw_optimizer_nfev,cache_evaluations,vacuum_boundary_peak,raw_boundary_peak,seconds
Fig. 1(c),4,4-QAM,full_state_raw_label_srm,8.5,17.0,0.0109561573404,0.434384997124,merged_2_4_8_16_raw_label_srm,8.5,0.0109285106534,0.0109561573404,2.76466870346e-05,0.434338052979,0.434384997124,results/raw_label_vs_vacuum_omit_srm_qam/raw_label_minus_vacuum_omit_srm.csv,,,,,,,,,,,,,,,,,,,,,,
Fig. 1(c),4,4-QAM,full_state_raw_label_srm,9.0,18.0,0.00960164322044,0.43053366589,merged_2_4_8_16_raw_label_srm,9.0,0.00958037335866,0.00960164322044,2.1269861781e-05,0.430541542856,0.43053366589,results/raw_label_vs_vacuum_omit_srm_qam/raw_label_minus_vacuum_omit_srm.csv,,,,,,,,,,,,,,,,,,,,,,
Fig. 1(c),4,4-QAM,full_state_raw_label_srm,9.5,19.0,0.00843198606003,0.427270724715,merged_2_4_8_16_raw_label_srm,9.5,0.00841555781742,0.00843198606003,1.64282426114e-05,0.42729084062,0.427270724715,results/raw_label_vs_vacuum_omit_srm_qam/raw_label_minus_vacuum_omit_srm.csv,,,,,,,,,,,,,,,,,,,,,,
Fig. 1(c),4,4-QAM,full_state_raw_label_srm,10.0,20.0,0.00741806007014,0.424318825514,merged_2_4_8_16_raw_label_srm,10.0,0.00740533099923,0.00741806007014,1.2729070904e-05,0.424347018523,0.424318825514,results/raw_label_vs_vacuum_omit_srm_qam/raw_label_minus_vacuum_omit_srm.csv,,,,,,,,,,,,,,,,,,,,,,
Fig. 1(c),8,8-QAM,full_state_raw_label_srm,0.0,0.0,3.0,5.81520783736,merged_2_4_8_16_raw_label_srm,0.0,3.0,3.0,-7.105427357599999e-15,6.0,5.81520783736,results/raw_label_vs_vacuum_omit_srm_qam_ultradense_m4_m8_0_0p1db/raw_label_minus_vacuum_omit_srm.csv,,,,,,,,,,,,,,,,,,,,,,
Fig. 1(c),8,8-QAM,full_state_raw_label_srm,0.01,0.02,2.74439326651,2.14422986805,merged_2_4_8_16_raw_label_srm,0.01,2.73656672885,2.74439326651,0.00782653765633,2.19575998419,2.14422986805,results/raw_label_vs_vacuum_omit_srm_qam_ultradense_m4_m8_0_0p1db/raw_label_minus_vacuum_omit_srm.csv,,,,,,,,,,,,,,,,,,,,,,
Fig. 1(c),8,8-QAM,full_state_raw_label_srm,0.02,0.04,2.5975236152,2.03163526424,merged_2_4_8_16_raw_label_srm,0.02,2.58483115643,2.5975236152,0.0126924587716,2.08299408317,2.03163526424,results/raw_label_vs_vacuum_omit_srm_qam_ultradense_m4_m8_0_0p1db/raw_label_minus_vacuum_omit_srm.csv,,,,,,,,,,,,,,,,,,,,,,
Fig. 1(c),8,8-QAM,full_state_raw_label_srm,0.03,0.06,2.48098668712,1.96939598329,merged_2_4_8_16_raw_label_srm,0.03,2.46468609813,2.48098668712,0.0163005889963,2.01993132591,1.96939598329,results/raw_label_vs_vacuum_omit_srm_qam_ultradense_m4_m8_0_0p1db/raw_label_minus_vacuum_omit_srm.csv,,,,,,,,,,,,,,,,,,,,,,
Fig. 1(c),8,8-QAM,full_state_raw_label_srm,0.04,0.08,2.38190620719,1.92725367401,merged_2_4_8_16_raw_label_srm,0.04,2.36276417154,2.38190620719,0.0191420356426,1.97699300636,1.92725367401,results/raw_label_vs_vacuum_omit_srm_qam_ultradense_m4_m8_0_0p1db/raw_label_minus_vacuum_omit_srm.csv,,,,,,,,,,,,,,,,,,,,,,
Fig. 1(c),8,8-QAM,full_state_raw_label_srm,0.05,0.1,2.29472052954,1.89582425359,merged_2_4_8_16_raw_label_srm,0.05,2.27326042199,2.29472052954,0.0214601075541,1.94494944495,1.89582425359,results/raw_label_vs_vacuum_omit_srm_qam_ultradense_m4_m8_0_0p1db/raw_label_minus_vacuum_omit_srm.csv,,,,,,,,,,,,,,,,,,,,,,
Fig. 1(c),8,8-QAM,full_state_raw_label_srm,0.06,0.12,2.21636808319,1.87099171896,merged_2_4_8_16_raw_label_srm,0.06,2.19297079772,2.21636808319,0.0233972854687,1.91969527059,1.87099171896,results/raw_label_vs_vacuum_omit_srm_qam_ultradense_m4_m8_0_0p1db/raw_label_minus_vacuum_omit_srm.csv,,,,,,,,,,,,,,,,,,,,,,
Fig. 1(c),8,8-QAM,full_state_raw_label_srm,0.07,0.14,2.14493091845,1.85061080486,merged_2_4_8_16_raw_label_srm,0.07,2.11988666885,2.14493091845,0.0250442495937,1.89904973259,1.85061080486,results/raw_label_vs_vacuum_omit_srm_qam_ultradense_m4_m8_0_0p1db/raw_label_minus_vacuum_omit_srm.csv,,,,,,,,,,,,,,,,,,,,,,
Fig. 1(c),8,8-QAM,full_state_raw_label_srm,0.08,0.16,2.07910506907,1.83342251731,merged_2_4_8_16_raw_label_srm,0.08,2.05264290514,2.07910506907,0.0264621639304,1.8817270556,1.83342251731,results/raw_label_vs_vacuum_omit_srm_qam_ultradense_m4_m8_0_0p1db/raw_label_minus_vacuum_omit_srm.csv,,,,,,,,,,,,,,,,,,,,,,
Fig. 1(c),8,8-QAM,full_state_raw_label_srm,0.09,0.18,2.01795233614,1.81864019201,merged_2_4_8_16_raw_label_srm,0.09,1.99025810743,2.01795233614,0.0276942287061,1.86690614619,1.81864019201,results/raw_label_vs_vacuum_omit_srm_qam_ultradense_m4_m8_0_0p1db/raw_label_minus_vacuum_omit_srm.csv,,,,,,,,,,,,,,,,,,,,,,
Fig. 1(c),8,8-QAM,full_state_raw_label_srm,0.1,0.2,1.96076904386,1.80573114978,merged_2_4_8_16_raw_label_srm,0.1,1.93199691516,1.96076904386,0.0287721287016,1.85403501148,1.80573114978,results/raw_label_vs_vacuum_omit_srm_qam_ultradense_m4_m8_0p1_0p2db/raw_label_minus_vacuum_omit_srm.csv,,,,,,,,,,,,,,,,,,,,,,
Fig. 1(c),8,8-QAM,full_state_raw_label_srm,0.11,0.22,1.90701036296,1.79432303126,merged_2_4_8_16_raw_label_srm,0.11,1.87729052558,1.90701036296,0.0297198373849,1.84272298343,1.79432303126,results/raw_label_vs_vacuum_omit_srm_qam_ultradense_m4_m8_0p1_0p2db/raw_label_minus_vacuum_omit_srm.csv,,,,,,,,,,,,,,,,,,,,,,
Fig. 1(c),8,8-QAM,full_state_raw_label_srm,0.12,0.24,1.85624372099,1.78414358759,merged_2_4_8_16_raw_label_srm,0.12,1.825687753,1.85624372099,0.0305559679908,1.83268731289,1.78414358759,results/raw_label_vs_vacuum_omit_srm_qam_ultradense_m4_m8_0p1_0p2db/raw_label_minus_vacuum_omit_srm.csv,,,,,,,,,,,,,,,,,,,,,,
Fig. 1(c),8,8-QAM,full_state_raw_label_srm,0.13,0.26,1.80811860959,1.7749934643,merged_2_4_8_16_raw_label_srm,0.13,1.77682332254,1.80811860959,0.0312952870462,1.82371558647,1.7749934643,results/raw_label_vs_vacuum_omit_srm_qam_ultradense_m4_m8_0p1_0p2db/raw_label_minus_vacuum_omit_srm.csv,,,,,,,,,,,,,,,,,,,,,,
Fig. 1(c),8,8-QAM,full_state_raw_label_srm,0.14,0.28,1.76234618748,1.76671440969,merged_2_4_8_16_raw_label_srm,0.14,1.73039646878,1.76234618748,0.0319497187054,1.81564373587,1.76671440969,results/raw_label_vs_vacuum_omit_srm_qam_ultradense_m4_m8_0p1_0p2db/raw_label_minus_vacuum_omit_srm.csv,,,,,,,,,,,,,,,,,,,,,,
Fig. 1(c),8,8-QAM,full_state_raw_label_srm,0.15,0.3,1.7186850291,1.7591817246,merged_2_4_8_16_raw_label_srm,0.15,1.6861559926,1.7186850291,0.0325290364988,1.80834310875,1.7591817246,results/raw_label_vs_vacuum_omit_srm_qam_ultradense_m4_m8_0p1_0p2db/raw_label_minus_vacuum_omit_srm.csv,,,,,,,,,,,,,,,,,,,,,,
Fig. 1(c),8,8-QAM,full_state_raw_label_srm,0.16,0.32,1.67693088216,1.75230279261,merged_2_4_8_16_raw_label_srm,0.16,1.64388952708,1.67693088216,0.0330413550805,1.80171120274,1.75230279261,results/raw_label_vs_vacuum_omit_srm_qam_ultradense_m4_m8_0p1_0p2db/raw_label_minus_vacuum_omit_srm.csv,,,,,,,,,,,,,,,,,,,,,,
Fig. 1(c),8,8-QAM,full_state_raw_label_srm,0.17,0.34,1.63690912674,1.74599754212,merged_2_4_8_16_raw_label_srm,0.17,1.60341563998,1.63690912674,0.0334934867571,1.79566475424,1.74599754212,results/raw_label_vs_vacuum_omit_srm_qam_ultradense_m4_m8_0p1_0p2db/raw_label_minus_vacuum_omit_srm.csv,,,,,,,,,,,,,,,,,,,,,,
Fig. 1(c),8,8-QAM,full_state_raw_label_srm,0.18,0.36,1.59846910691,1.7402015835,merged_2_4_8_16_raw_label_srm,0.18,1.56457789979,1.59846910691,0.0338912071152,1.79013535831,1.7402015835,results/raw_label_vs_vacuum_omit_srm_qam_ultradense_m4_m8_0p1_0p2db/raw_label_minus_vacuum_omit_srm.csv,,,,,,,,,,,,,,,,,,,,,,
Fig. 1(c),8,8-QAM,full_state_raw_label_srm,0.19,0.38,1.56147979231,1.73486147812,merged_2_4_8_16_raw_label_srm,0.19,1.52724033325,1.56147979231,0.0342394590621,1.78506525094,1.73486147812,results/raw_label_vs_vacuum_omit_srm_qam_ultradense_m4_m8_0p1_0p2db/raw_label_minus_vacuum_omit_srm.csv,,,,,,,,,,,,,,,,,,,,,,
Fig. 1(c),8,8-QAM,full_state_raw_label_srm,0.2,0.4,1.52582640469,1.72993228307,merged_2_4_8_16_raw_label_srm,0.2,1.49128389604,1.52582640469,0.0345425086528,1.7804118239,1.72993228307,results/raw_label_vs_vacuum_omit_srm_qam_ultradense_m4_m8_0p1_0p2db/raw_label_minus_vacuum_omit_srm.csv,,,,,,,,,,,,,,,,,,,,,,
Fig. 1(c),8,8-QAM,full_state_raw_label_srm,0.3,0.6,1.22507148607,1.69702981911,merged_2_4_8_16_raw_label_srm,0.3,1.18934803422,1.22507148607,0.0357234518503,1.75005445993,1.69702981911,results/raw_label_vs_vacuum_omit_srm_qam_dense_0_2db/raw_label_minus_vacuum_omit_srm.csv,,,,,,,,,,,,,,,,,,,,,,
Fig. 1(c),8,8-QAM,full_state_raw_label_srm,0.4,0.8,0.991867069597,1.6836349217,merged_2_4_8_16_raw_label_srm,0.4,0.9571486054,0.991867069597,0.034718464197,1.73856577231,1.6836349217,results/raw_label_vs_vacuum_omit_srm_qam_dense_0_2db/raw_label_minus_vacuum_omit_srm.csv,,,,,,,,,,,,,,,,,,,,,,
Fig. 1(c),8,8-QAM,full_state_raw_label_srm,0.5,1.0,0.800070286473,1.68340949601,merged_2_4_8_16_raw_label_srm,0.5,0.767654123157,0.800070286473,0.0324161633165,1.73973082189,1.68340949601,results/raw_label_vs_vacuum_omit_srm_qam_dense_0_2db/raw_label_minus_vacuum_omit_srm.csv,,,,,,,,,,,,,,,,,,,,,,
Fig. 1(c),8,8-QAM,full_state_raw_label_srm,0.6,1.2,0.636608987682,1.69483469772,merged_2_4_8_16_raw_label_srm,0.6,0.607353021259,0.636608987682,0.0292559664226,1.75230084725,1.69483469772,results/raw_label_vs_vacuum_omit_srm_qam_dense_0_2db/raw_label_minus_vacuum_omit_srm.csv,,,,,,,,,,,,,,,,,,,,,,
Fig. 1(c),8,8-QAM,full_state_raw_label_srm,0.7,1.4,0.494141442964,1.71949387963,merged_2_4_8_16_raw_label_srm,0.7,0.468666778547,0.494141442964,0.0254746644172,1.77785383762,1.71949387963,results/raw_label_vs_vacuum_omit_srm_qam_dense_0_2db/raw_label_minus_vacuum_omit_srm.csv,,,,,,,,,,,,,,,,,,,,,,
Fig. 1(c),8,8-QAM,full_state_raw_label_srm,0.75,1.5,0.429376493533,1.73830112207,merged_2_4_8_16_raw_label_srm,0.75,0.405981568949,0.429376493533,0.0233949245842,1.79669175442,1.73830112207,results/raw_label_vs_vacuum_omit_srm_qam_ultradense_m4_m8_0p75_1p05db/raw_label_minus_vacuum_omit_srm.csv,,,,,,,,,,,,,,,,,,,,,,
Fig. 1(c),8,8-QAM,full_state_raw_label_srm,0.76,1.52,0.416894297157,1.74270997138,merged_2_4_8_16_raw_label_srm,0.76,0.393928463162,0.416894297157,0.0229658339946,1.80102604273,1.74270997138,results/raw_label_vs_vacuum_omit_srm_qam_ultradense_m4_m8_0p75_1p05db/raw_label_minus_vacuum_omit_srm.csv,,,,,,,,,,,,,,,,,,,,,,
Fig. 1(c),8,8-QAM,full_state_raw_label_srm,0.77,1.54,0.404564423015,1.74735938903,merged_2_4_8_16_raw_label_srm,0.77,0.38203166196,0.404564423015,0.0225327610542,1.80556145015,1.74735938903,results/raw_label_vs_vacuum_omit_srm_qam_ultradense_m4_m8_0p75_1p05db/raw_label_minus_vacuum_omit_srm.csv,,,,,,,,,,,,,,,,,,,,,,
Fig. 1(c),8,8-QAM,full_state_raw_label_srm,0.78,1.56,0.392385348744,1.75226038164,merged_2_4_8_16_raw_label_srm,0.78,0.370289416124,0.392385348744,0.0220959326192,1.81030270642,1.75226038164,results/raw_label_vs_vacuum_omit_srm_qam_ultradense_m4_m8_0p75_1p05db/raw_label_minus_vacuum_omit_srm.csv,,,,,,,,,,,,,,,,,,,,,,
Fig. 1(c),8,8-QAM,full_state_raw_label_srm,0.79,1.58,0.380355784873,1.75742440186,merged_2_4_8_16_raw_label_srm,0.79,0.358700168895,0.380355784873,0.0216556159777,1.81525410184,1.75742440186,results/raw_label_vs_vacuum_omit_srm_qam_ultradense_m4_m8_0p75_1p05db/raw_label_minus_vacuum_omit_srm.csv,,,,,,,,,,,,,,,,,,,,,,
Fig. 1(c),8,8-QAM,full_state_raw_label_srm,0.8,1.6,0.368474678746,1.76286315144,merged_2_4_8_16_raw_label_srm,0.8,0.347262551983,0.368474678746,0.021212126763,1.82041936331,1.76286315144,results/raw_label_vs_vacuum_omit_srm_qam_ultradense_m4_m8_0p75_1p05db/raw_label_minus_vacuum_omit_srm.csv,,,,,,,,,,,,,,,,,,,,,,
Fig. 1(c),8,8-QAM,full_state_raw_label_srm,0.81,1.62,0.356741218026,1.76858682279,merged_2_4_8_16_raw_label_srm,0.81,0.335975380857,0.356741218026,0.0207658371689,1.8258014341,1.76858682279,results/raw_label_vs_vacuum_omit_srm_qam_ultradense_m4_m8_0p75_1p05db/raw_label_minus_vacuum_omit_srm.csv,,,,,,,,,,,,,,,,,,,,,,
Fig. 1(c),8,8-QAM,full_state_raw_label_srm,0.82,1.64,0.345154833214,1.77460630771,merged_2_4_8_16_raw_label_srm,0.82,0.324837649103,0.345154833214,0.0203171841111,1.8314024139,1.77460630771,results/raw_label_vs_vacuum_omit_srm_qam_ultradense_m4_m8_0p75_1p05db/raw_label_minus_vacuum_omit_srm.csv,,,,,,,,,,,,,,,,,,,,,,
Fig. 1(c),8,8-QAM,full_state_raw_label_srm,0.83,1.66,0.333715198452,1.7809302726,merged_2_4_8_16_raw_label_srm,0.83,0.313848521646,0.333715198452,0.0198666768061,1.83722320978,1.7809302726,results/raw_label_vs_vacuum_omit_srm_qam_ultradense_m4_m8_0p75_1p05db/raw_label_minus_vacuum_omit_srm.csv,,,,,,,,,,,,,,,,,,,,,,
Fig. 1(c),8,8-QAM,full_state_raw_label_srm,0.84,1.68,0.322422229791,1.78756390287,merged_2_4_8_16_raw_label_srm,0.84,0.30300732668,0.322422229791,0.0194149031117,1.84326499431,1.78756390287,results/raw_label_vs_vacuum_omit_srm_qam_ultradense_m4_m8_0p75_1p05db/raw_label_minus_vacuum_omit_srm.csv,,,,,,,,,,,,,,,,,,,,,,
Fig. 1(c),8,8-QAM,full_state_raw_label_srm,0.85,1.7,0.311276079994,1.79451863509,merged_2_4_8_16_raw_label_srm,0.85,0.292313546161,0.311276079994,0.0189625338333,1.84952407983,1.79451863509,results/raw_label_vs_vacuum_omit_srm_qam_ultradense_m4_m8_0p75_1p05db/raw_label_minus_vacuum_omit_srm.csv,,,,,,,,,,,,,,,,,,,,,,
Fig. 1(c),8,8-QAM,full_state_raw_label_srm,0.86,1.72,0.300277128895,1.801791406,merged_2_4_8_16_raw_label_srm,0.86,0.28176680479,0.300277128895,0.0185103241048,1.85600089438,1.801791406,results/raw_label_vs_vacuum_omit_srm_qam_ultradense_m4_m8_0p75_1p05db/raw_label_minus_vacuum_omit_srm.csv,,,,,,,,,,,,,,,,,,,,,,
Fig. 1(c),8,8-QAM,full_state_raw_label_srm,0.87,1.74,0.289425968484,1.80938297669,merged_2_4_8_16_raw_label_srm,0.87,0.271366857475,0.289425968484,0.0180591110088,1.86268736415,1.80938297669,results/raw_label_vs_vacuum_omit_srm_qam_ultradense_m4_m8_0p75_1p05db/raw_label_minus_vacuum_omit_srm.csv,,,,,,,,,,,,,,,,,,,,,,
Fig. 1(c),8,8-QAM,full_state_raw_label_srm,0.88,1.76,0.27872338202,1.81728859021,merged_2_4_8_16_raw_label_srm,0.88,0.261113575315,0.27872338202,0.0176098067056,1.86958212556,1.81728859021,results/raw_label_vs_vacuum_omit_srm_qam_ultradense_m4_m8_0p75_1p05db/raw_label_minus_vacuum_omit_srm.csv,,,,,,,,,,,,,,,,,,,,,,
Fig. 1(c),8,8-QAM,full_state_raw_label_srm,0.89,1.78,0.268170316921,1.82549924488,merged_2_4_8_16_raw_label_srm,0.89,0.251006930268,0.268170316921,0.0171633866531,1.87667628681,1.82549924488,results/raw_label_vs_vacuum_omit_srm_qam_ultradense_m4_m8_0p75_1p05db/raw_label_minus_vacuum_omit_srm.csv,,,,,,,,,,,,,,,,,,,,,,
Fig. 1(c),8,8-QAM,full_state_raw_label_srm,0.9,1.8,0.257767851667,1.83400133304,merged_2_4_8_16_raw_label_srm,0.9,0.241046978696,0.257767851667,0.0167208729705,1.88396189907,1.83400133304,results/raw_label_vs_vacuum_omit_srm_qam_ultradense_m4_m8_0p75_1p05db/raw_label_minus_vacuum_omit_srm.csv,,,,,,,,,,,,,,,,,,,,,,
Fig. 1(c),8,8-QAM,full_state_raw_label_srm,0.91,1.82,0.247517157579,1.84277680724,merged_2_4_8_16_raw_label_srm,0.91,0.231233844027,0.247517157579,0.0162833135514,1.89142957669,1.84277680724,results/raw_label_vs_vacuum_omit_srm_qam_ultradense_m4_m8_0p75_1p05db/raw_label_minus_vacuum_omit_srm.csv,,,,,,,,,,,,,,,,,,,,,,
Fig. 1(c),8,8-QAM,full_state_raw_label_srm,0.92,1.84,0.23741945697,1.85180375141,merged_2_4_8_16_raw_label_srm,0.92,0.221567698846,0.23741945697,0.0158517581238,1.89906881481,1.85180375141,results/raw_label_vs_vacuum_omit_srm_qam_ultradense_m4_m8_0p75_1p05db/raw_label_minus_vacuum_omit_srm.csv,,,,,,,,,,,,,,,,,,,,,,
Fig. 1(c),8,8-QAM,full_state_raw_label_srm,0.93,1.86,0.227475979626,1.86105953818,merged_2_4_8_16_raw_label_srm,0.93,0.212048746673,0.227475979626,0.0154272329525,1.90686778272,1.86105953818,results/raw_label_vs_vacuum_omit_srm_qam_ultradense_m4_m8_0p75_1p05db/raw_label_minus_vacuum_omit_srm.csv,,,,,,,,,,,,,,,,,,,,,,
Fig. 1(c),8,8-QAM,full_state_raw_label_srm,0.94,1.88,0.217687919852,1.87051503445,merged_2_4_8_16_raw_label_srm,0.94,0.204670460574,0.217687919852,0.0130174592774,0.528546828787,1.87051503445,results/raw_label_vs_vacuum_omit_srm_qam_ultradense_m4_m8_0p75_1p05db/raw_label_minus_vacuum_omit_srm.csv,,,,,,,,,,,,,,,,,,,,,,
Fig. 1(c),8,8-QAM,full_state_raw_label_srm,0.95,1.9,0.208056396262,1.88014032345,merged_2_4_8_16_raw_label_srm,0.95,0.202451237748,0.208056396262,0.00560515851414,0.525464844615,1.88014032345,results/raw_label_vs_vacuum_omit_srm_qam_ultradense_m4_m8_0p75_1p05db/raw_label_minus_vacuum_omit_srm.csv,,,,,,,,,,,,,,,,,,,,,,
Fig. 1(c),8,8-QAM,full_state_raw_label_srm,0.96,1.92,0.198582416102,1.8899064283,merged_2_4_8_16_raw_label_srm,0.96,0.200278937719,0.198582416102,-0.00169652161682,0.521343520788,1.8899064283,results/raw_label_vs_vacuum_omit_srm_qam_ultradense_m4_m8_0p75_1p05db/raw_label_minus_vacuum_omit_srm.csv,,,,,,,,,,,,,,,,,,,,,,
Fig. 1(c),8,8-QAM,full_state_raw_label_srm,0.97,1.94,0.19396009975,0.526547860659,merged_2_4_8_16_raw_label_srm,0.97,0.19815101294,0.19396009975,-0.00419091318903,0.51805570656,0.526547860659,results/raw_label_vs_vacuum_omit_srm_qam_ultradense_m4_m8_0p75_1p05db/raw_label_minus_vacuum_omit_srm.csv,,,,,,,,,,,,,,,,,,,,,,
Fig. 1(c),8,8-QAM,full_state_raw_label_srm,0.98,1.96,0.191634006598,0.523402654325,merged_2_4_8_16_raw_label_srm,0.98,0.196066332378,0.191634006598,-0.00443232578095,0.515113950644,0.523402654325,results/raw_label_vs_vacuum_omit_srm_qam_ultradense_m4_m8_0p75_1p05db/raw_label_minus_vacuum_omit_srm.csv,,,,,,,,,,,,,,,,,,,,,,
Fig. 1(c),8,8-QAM,full_state_raw_label_srm,0.99,1.98,0.189349736213,0.52049344656,merged_2_4_8_16_raw_label_srm,0.99,0.194023681496,0.189349736213,-0.00467394528287,0.511794662436,0.52049344656,results/raw_label_vs_vacuum_omit_srm_qam_ultradense_m4_m8_0p75_1p05db/raw_label_minus_vacuum_omit_srm.csv,,,,,,,,,,,,,,,,,,,,,,
Fig. 1(c),8,8-QAM,full_state_raw_label_srm,1.0,2.0,0.1871062763,0.516813353217,merged_2_4_8_16_raw_label_srm,1.0,0.192021030394,0.1871062763,-0.00491475409363,0.508822937428,0.516813353217,results/raw_label_vs_vacuum_omit_srm_qam_ultradense_m4_m8_0p75_1p05db/raw_label_minus_vacuum_omit_srm.csv,,,,,,,,,,,,,,,,,,,,,,
Fig. 1(c),8,8-QAM,full_state_raw_label_srm,1.01,2.02,0.184902270519,0.513756660534,merged_2_4_8_16_raw_label_srm,1.01,0.190057554602,0.184902270519,-0.00515528408364,0.50616194444,0.513756660534,results/raw_label_vs_vacuum_omit_srm_qam_ultradense_m4_m8_0p75_1p05db/raw_label_minus_vacuum_omit_srm.csv,,,,,,,,,,,,,,,,,,,,,,
Fig. 1(c),8,8-QAM,full_state_raw_label_srm,1.02,2.04,0.182736214649,0.510793983958,merged_2_4_8_16_raw_label_srm,1.02,0.188131986107,0.182736214649,-0.00539577145817,0.503146019688,0.510793983958,results/raw_label_vs_vacuum_omit_srm_qam_ultradense_m4_m8_0p75_1p05db/raw_label_minus_vacuum_omit_srm.csv,,,,,,,,,,,,,,,,,,,,,,
Fig. 1(c),8,8-QAM,full_state_raw_label_srm,1.03,2.06,0.180607363271,0.507997600145,merged_2_4_8_16_raw_label_srm,1.03,0.186242817264,0.180607363271,-0.00563545399334,0.500045678674,0.507997600145,results/raw_label_vs_vacuum_omit_srm_qam_ultradense_m4_m8_0p75_1p05db/raw_label_minus_vacuum_omit_srm.csv,,,,,,,,,,,,,,,,,,,,,,
Fig. 1(c),8,8-QAM,full_state_raw_label_srm,1.04,2.08,0.178513593267,0.505689443302,merged_2_4_8_16_raw_label_srm,1.04,0.184389809197,0.178513593267,-0.00587621593004,0.497606549553,0.505689443302,results/raw_label_vs_vacuum_omit_srm_qam_ultradense_m4_m8_0p75_1p05db/raw_label_minus_vacuum_omit_srm.csv,,,,,,,,,,,,,,,,,,,,,,
Fig. 1(c),8,8-QAM,full_state_raw_label_srm,1.05,2.1,0.17645528698,0.501735946795,merged_2_4_8_16_raw_label_srm,1.05,0.182570814355,0.17645528698,-0.00611552737509,0.494771134786,0.501735946795,results/raw_label_vs_vacuum_omit_srm_qam_ultradense_m4_m8_0p75_1p05db/raw_label_minus_vacuum_omit_srm.csv,,,,,,,,,,,,,,,,,,,,,,
Fig. 1(c),8,8-QAM,full_state_raw_label_srm,1.1,2.2,0.166997643727,0.479998814547,merged_2_4_8_16_raw_label_srm,1.1,0.173957374366,0.166997643727,-0.00695973063855,0.482380624414,0.479998814547,results/raw_label_vs_vacuum_omit_srm_qam_dense_0_2db/raw_label_minus_vacuum_omit_srm.csv,,,,,,,,,,,,,,,,,,,,,,
Fig. 1(c),8,8-QAM,full_state_raw_label_srm,1.2,2.4,0.152264641917,0.448901999031,merged_2_4_8_16_raw_label_srm,1.2,0.158808215984,0.152264641917,-0.00654357406686,0.460412513227,0.448901999031,results/raw_label_vs_vacuum_omit_srm_qam_dense_0_2db/raw_label_minus_vacuum_omit_srm.csv,,,,,,,,,,,,,,,,,,,,,,
Fig. 1(c),8,8-QAM,full_state_raw_label_srm,1.3,2.6,0.14054398168,0.431635576364,merged_2_4_8_16_raw_label_srm,1.3,0.14589000582,0.14054398168,-0.00534602414077,0.441952402272,0.431635576364,results/raw_label_vs_vacuum_omit_srm_qam_dense_0_2db/raw_label_minus_vacuum_omit_srm.csv,,,,,,,,,,,,,,,,,,,,,,
Fig. 1(c),8,8-QAM,full_state_raw_label_srm,1.4,2.8,0.130314712807,0.417293238536,merged_2_4_8_16_raw_label_srm,1.4,0.13472809683,0.130314712807,-0.00441338402243,0.426038922245,0.417293238536,results/raw_label_vs_vacuum_omit_srm_qam_dense_0_2db/raw_label_minus_vacuum_omit_srm.csv,,,,,,,,,,,,,,,,,,,,,,
Fig. 1(c),8,8-QAM,full_state_raw_label_srm,1.5,3.0,0.121298463843,0.40450168377,merged_2_4_8_16_raw_label_srm,1.5,0.124978958277,0.121298463843,-0.00368049443379,0.412472083622,0.40450168377,results/raw_label_vs_vacuum_omit_srm_qam_dense_0_2db/raw_label_minus_vacuum_omit_srm.csv,,,,,,,,,,,,,,,,,,,,,,
Fig. 1(c),8,8-QAM,full_state_raw_label_srm,1.6,3.2,0.113285268415,0.393658312744,merged_2_4_8_16_raw_label_srm,1.6,0.116385762832,0.113285268415,-0.00310049441664,0.400498325453,0.393658312744,results/raw_label_vs_vacuum_omit_srm_qam_dense_0_2db/raw_label_minus_vacuum_omit_srm.csv,,,,,,,,,,,,,,,,,,,,,,
Fig. 1(c),8,8-QAM,full_state_raw_label_srm,1.7,3.4,0.106113307314,0.38304164895,merged_2_4_8_16_raw_label_srm,1.7,0.108751888392,0.106113307314,-0.00263858107801,0.389706649089,0.38304164895,results/raw_label_vs_vacuum_omit_srm_qam_dense_0_2db/raw_label_minus_vacuum_omit_srm.csv,,,,,,,,,,,,,,,,,,,,,,
Fig. 1(c),8,8-QAM,full_state_raw_label_srm,1.8,3.6,0.0996537216024,0.374108835099,merged_2_4_8_16_raw_label_srm,1.8,0.101924186602,0.0996537216024,-0.00227046500006,0.379967334559,0.374108835099,results/raw_label_vs_vacuum_omit_srm_qam_dense_0_2db/raw_label_minus_vacuum_omit_srm.csv,,,,,,,,,,,,,,,,,,,,,,
Fig. 1(c),8,8-QAM,full_state_raw_label_srm,1.9,3.8,0.0938042488227,0.365877426122,merged_2_4_8_16_raw_label_srm,1.9,0.0957805174831,0.0938042488227,-0.00197626866036,0.371349135,0.365877426122,results/raw_label_vs_vacuum_omit_srm_qam_dense_0_2db/raw_label_minus_vacuum_omit_srm.csv,,,,,,,,,,,,,,,,,,,,,,
