M,constellation,receiver,phase_error_pi,phase_error_rad,source_loss_db_per_interface,channel_loss_db_per_arm,eta_source,eta_channel,seed_spacing_d,bracket_min,bracket_max,optimized_spacing_d,hashing_bound_bits_per_attempt,success_probability,average_target_fidelity,probability_weighted_fidelity,min_coherent_information,useful_outcomes,optimizer_success,optimizer_nfev,is_boundary_peak,seconds
2,2-QAM,raw_label_srm,-0.25,-0.785398163397,0.2,0.25,0.954992586021,0.944060876286,1.54433889119,1.24433889119,1.84433889119,1.67988546192,0.352712168383,1,0.888387504915,0.888387504915,0.244632143286,4,1,8,0,0.016
2,2-QAM,raw_label_srm,-0.245,-0.769690200129,0.2,0.25,0.954992586021,0.944060876286,1.54433889119,1.24433889119,1.84433889119,1.67409656148,0.352790770671,1,0.888479708332,0.888479708332,0.244369996413,4,1,8,0,0.022
2,2-QAM,raw_label_srm,-0.24,-0.753982236862,0.2,0.25,0.954992586021,0.944060876286,1.54433889119,1.24433889119,1.84433889119,1.66845708681,0.352870521016,1,0.888569386097,0.888569386097,0.244108284813,4,1,8,0,0.083
2,2-QAM,raw_label_srm,-0.235,-0.738274273594,0.2,0.25,0.954992586021,0.944060876286,1.54433889119,1.24433889119,1.84433889119,1.66296504271,0.352951306408,1,0.888656556002,0.888656556002,0.243847403994,4,1,8,0,0.142
2,2-QAM,raw_label_srm,-0.23,-0.722566310326,0.2,0.25,0.954992586021,0.944060876286,1.54433889119,1.24433889119,1.84433889119,1.65763378788,0.353033015664,1,0.88873942556,0.88873942556,0.243590798646,4,1,8,0,0.054
2,2-QAM,raw_label_srm,-0.225,-0.706858347058,0.2,0.25,0.954992586021,0.944060876286,1.54433889119,1.24433889119,1.84433889119,1.65243670247,0.353115539355,1,0.888820935327,0.888820935327,0.243333914939,4,1,8,0,0.096
2,2-QAM,raw_label_srm,-0.22,-0.69115038379,0.2,0.25,0.954992586021,0.944060876286,1.54433889119,1.24433889119,1.84433889119,1.64738088587,0.353198769734,1,0.888900049709,0.888900049709,0.243078880247,4,1,8,0,0.022
2,2-QAM,raw_label_srm,-0.215,-0.675442420522,0.2,0.25,0.954992586021,0.944060876286,1.54433889119,1.24433889119,1.84433889119,1.64246454007,0.353282600663,1,0.888976790296,0.888976790296,0.242826029709,4,1,8,0,0.070
2,2-QAM,raw_label_srm,-0.21,-0.659734457254,0.2,0.25,0.954992586021,0.944060876286,1.54433889119,1.24433889119,1.84433889119,1.63768592015,0.353366927539,1,0.889051178683,0.889051178683,0.242575685636,4,1,8,0,0.103
2,2-QAM,raw_label_srm,-0.205,-0.644026493986,0.2,0.25,0.954992586021,0.944060876286,1.54433889119,1.24433889119,1.84433889119,1.63304333213,0.353451647214,1,0.889123236574,0.889123236574,0.242328157453,4,1,8,0,0.052
2,2-QAM,raw_label_srm,-0.2,-0.628318530718,0.2,0.25,0.954992586021,0.944060876286,1.54433889119,1.24433889119,1.84433889119,1.62853513104,0.353536657914,1,0.889192985872,0.889192985872,0.242083741711,4,1,8,0,0.123
2,2-QAM,raw_label_srm,-0.195,-0.61261056745,0.2,0.25,0.954992586021,0.944060876286,1.54433889119,1.24433889119,1.84433889119,1.62415971919,0.353621859148,1,0.889260448757,0.889260448757,0.241842722116,4,1,8,0,0.062
2,2-QAM,raw_label_srm,-0.19,-0.596902604182,0.2,0.25,0.954992586021,0.944060876286,1.54433889119,1.24433889119,1.84433889119,1.61991219083,0.353707151625,1,0.889326050924,0.889326050924,0.241604663533,4,1,7,0,0.134
2,2-QAM,raw_label_srm,-0.185,-0.581194640914,0.2,0.25,0.954992586021,0.944060876286,1.54433889119,1.24433889119,1.84433889119,1.61581524135,0.353792437089,1,0.889386902593,0.889386902593,0.241374936024,4,1,7,0,0.026
2,2-QAM,raw_label_srm,-0.18,-0.565486677646,0.2,0.25,0.954992586021,0.944060876286,1.54433889119,1.24433889119,1.84433889119,1.61181491728,0.353877618541,1,0.889449346182,0.889449346182,0.241142686305,4,1,8,0,0.110
2,2-QAM,raw_label_srm,-0.175,-0.549778714378,0.2,0.25,0.954992586021,0.944060876286,1.54433889119,1.24433889119,1.84433889119,1.60795557595,0.353962599511,1,0.889507892811,0.889507892811,0.240917834577,4,1,8,0,0.063
2,2-QAM,raw_label_srm,-0.17,-0.53407075111,0.2,0.25,0.954992586021,0.944060876286,1.54433889119,1.24433889119,1.84433889119,1.60422169169,0.354047284569,1,0.889564269982,0.889564269982,0.240697608376,4,1,8,0,0.167
2,2-QAM,raw_label_srm,-0.165,-0.518362787842,0.2,0.25,0.954992586021,0.944060876286,1.54433889119,1.24433889119,1.84433889119,1.60061192072,0.354131578904,1,0.889618502525,0.889618502525,0.240482216846,4,1,8,0,0.070
2,2-QAM,raw_label_srm,-0.16,-0.502654824574,0.2,0.25,0.954992586021,0.944060876286,1.54433889119,1.24433889119,1.84433889119,1.59712495781,0.354215388269,1,0.889670615783,0.889670615783,0.240271857364,4,1,8,0,0.017
2,2-QAM,raw_label_srm,-0.155,-0.486946861306,0.2,0.25,0.954992586021,0.944060876286,1.54433889119,1.24433889119,1.84433889119,1.59375953549,0.35429861885,1,0.889720635601,0.889720635601,0.240066715786,4,1,8,0,0.068
2,2-QAM,raw_label_srm,-0.15,-0.471238898038,0.2,0.25,0.954992586021,0.944060876286,1.54433889119,1.24433889119,1.84433889119,1.59051442336,0.354381177137,1,0.889768588321,0.889768588321,0.23986696671,4,1,8,0,0.064
2,2-QAM,raw_label_srm,-0.145,-0.455530934771,0.2,0.25,0.954992586021,0.944060876286,1.54433889119,1.24433889119,1.84433889119,1.58738842743,0.354462969779,1,0.889814500763,0.889814500763,0.239672773744,4,1,8,0,0.116
2,2-QAM,raw_label_srm,-0.14,-0.439822971503,0.2,0.25,0.954992586021,0.944060876286,1.54433889119,1.24433889119,1.84433889119,1.58436745613,0.354543903293,1,0.889859979176,0.889859979176,0.239481438433,4,1,8,0,0.142
2,2-QAM,raw_label_srm,-0.135,-0.424115008235,0.2,0.25,0.954992586021,0.944060876286,1.54433889119,1.24433889119,1.84433889119,1.58152373757,0.354623884485,1,0.88989609082,0.88989609082,0.239309301865,4,1,8,0,0.010
2,2-QAM,raw_label_srm,-0.13,-0.408407044967,0.2,0.25,0.954992586021,0.944060876286,1.54433889119,1.24433889119,1.84433889119,1.57874560215,0.354702819366,1,0.889936370603,0.889936370603,0.239132085028,4,1,8,0,0.043
2,2-QAM,raw_label_srm,-0.125,-0.392699081699,0.2,0.25,0.954992586021,0.944060876286,1.54433889119,1.24433889119,1.84433889119,1.57608204309,0.354780613569,1,0.889974737073,0.889974737073,0.238960943248,4,1,8,0,0.069
2,2-QAM,raw_label_srm,-0.12,-0.376991118431,0.2,0.25,0.954992586021,0.944060876286,1.54433889119,1.24433889119,1.84433889119,1.57353206428,0.354857172005,1,0.890011216217,0.890011216217,0.238795994709,4,1,8,0,0.080
2,2-QAM,raw_label_srm,-0.115,-0.361283155163,0.2,0.25,0.954992586021,0.944060876286,1.54433889119,1.24433889119,1.84433889119,1.57109470326,0.354932398625,1,0.890045834317,0.890045834317,0.23863734842,4,1,8,0,0.013
2,2-QAM,raw_label_srm,-0.11,-0.345575191895,0.2,0.25,0.954992586021,0.944060876286,1.54433889119,1.24433889119,1.84433889119,1.56876903078,0.355006196158,1,0.890078617941,0.890078617941,0.238485104465,4,1,8,0,0.097
2,2-QAM,raw_label_srm,-0.105,-0.329867228627,0.2,0.25,0.954992586021,0.944060876286,1.54433889119,1.24433889119,1.84433889119,1.56655415044,0.355078465836,1,0.890109593919,0.890109593919,0.238339354259,4,1,8,0,0.032
2,2-QAM,raw_label_srm,-0.1,-0.314159265359,0.2,0.25,0.954992586021,0.944060876286,1.54433889119,1.24433889119,1.84433889119,1.56444919821,0.355149107072,1,0.890138789329,0.890138789329,0.238200180787,4,1,8,0,0.113
2,2-QAM,raw_label_srm,-0.095,-0.298451302091,0.2,0.25,0.954992586021,0.944060876286,1.54433889119,1.24433889119,1.84433889119,1.56245334208,0.355218017099,1,0.89016623148,0.89016623148,0.238067658835,4,1,8,0,0.125
2,2-QAM,raw_label_srm,-0.09,-0.282743338823,0.2,0.25,0.954992586021,0.944060876286,1.54433889119,1.24433889119,1.84433889119,1.5605657816,0.35528509057,1,0.890191947911,0.890191947911,0.237941855205,4,1,8,0,0.149
2,2-QAM,raw_label_srm,-0.085,-0.267035375555,0.2,0.25,0.954992586021,0.944060876286,1.54433889119,1.24433889119,1.84433889119,1.55878574746,0.355350219082,1,0.890215966378,0.890215966378,0.237822828918,4,1,8,0,0.079
2,2-QAM,raw_label_srm,-0.08,-0.251327412287,0.2,0.25,0.954992586021,0.944060876286,1.54433889119,1.24433889119,1.84433889119,1.55711250092,0.355413290633,1,0.890238314869,0.890238314869,0.23771063138,4,1,8,0,0.076
2,2-QAM,raw_label_srm,-0.075,-0.235619449019,0.2,0.25,0.954992586021,0.944060876286,1.54433889119,1.24433889119,1.84433889119,1.55554533331,0.355474188992,1,0.890259021616,0.890259021616,0.237605306533,4,1,8,0,0.079
2,2-QAM,raw_label_srm,-0.07,-0.219911485751,0.2,0.25,0.954992586021,0.944060876286,1.54433889119,1.24433889119,1.84433889119,1.55408356534,0.355532792938,1,0.890278115132,0.890278115132,0.237506890965,4,1,8,0,0.118
2,2-QAM,raw_label_srm,-0.065,-0.204203522483,0.2,0.25,0.954992586021,0.944060876286,1.54433889119,1.24433889119,1.84433889119,1.55272654625,0.355588975358,1,0.890295624255,0.890295624255,0.237415413979,4,1,8,0,0.103
2,2-QAM,raw_label_srm,-0.06,-0.188495559215,0.2,0.25,0.954992586021,0.944060876286,1.54433889119,1.24433889119,1.84433889119,1.55147365287,0.355642602152,1,0.890311578236,0.890311578236,0.237330897597,4,1,8,0,0.057
2,2-QAM,raw_label_srm,-0.055,-0.172787595947,0.2,0.25,0.954992586021,0.944060876286,1.54433889119,1.24433889119,1.84433889119,1.55032428834,0.355693530868,1,0.890326006838,0.890326006838,0.237253356512,4,1,8,0,0.033
2,2-QAM,raw_label_srm,-0.05,-0.157079632679,0.2,0.25,0.954992586021,0.944060876286,1.54433889119,1.24433889119,1.84433889119,1.54927788055,0.355741609002,1,0.890338940498,0.890338940498,0.237182797932,4,1,8,0,0.084
2,2-QAM,raw_label_srm,-0.045,-0.141371669412,0.2,0.25,0.954992586021,0.944060876286,1.54433889119,1.24433889119,1.84433889119,1.54833388012,0.355786671806,1,0.89035041054,0.89035041054,0.237119221312,4,1,8,0,0.256
2,2-QAM,raw_label_srm,-0.04,-0.125663706144,0.2,0.25,0.954992586021,0.944060876286,1.54433889119,1.24433889119,1.84433889119,1.54749175757,0.35582853941,1,0.890360449484,0.890360449484,0.2370626179,4,1,8,0,0.073
2,2-QAM,raw_label_srm,-0.035,-0.109955742876,0.2,0.25,0.954992586021,0.944060876286,1.54433889119,1.24433889119,1.84433889119,1.54675099964,0.355867012918,1,0.890369091473,0.890369091473,0.237012970057,4,1,8,0,0.082
2,2-QAM,raw_label_srm,-0.03,-0.0942477796077,0.2,0.25,0.954992586021,0.944060876286,1.54433889119,1.24433889119,1.84433889119,1.54611110387,0.355901868943,1,0.890376372914,0.890376372914,0.236970250169,4,1,8,0,0.010
2,2-QAM,raw_label_srm,-0.025,-0.0785398163397,0.2,0.25,0.954992586021,0.944060876286,1.54433889119,1.24433889119,1.84433889119,1.54557157072,0.355932851569,1,0.890382333427,0.890382333427,0.236934418981,4,1,8,0,0.223
2,2-QAM,raw_label_srm,-0.02,-0.0628318530718,0.2,0.25,0.954992586021,0.944060876286,1.54433889119,1.24433889119,1.84433889119,1.5451318912,0.355959659818,1,0.890387017356,0.890387017356,0.236905422873,4,1,8,0,0.100
2,2-QAM,raw_label_srm,-0.015,-0.0471238898038,0.2,0.25,0.954992586021,0.944060876286,1.54433889119,1.24433889119,1.84433889119,1.54479152557,0.355981926455,1,0.890390476389,0.890390476389,0.236883189074,4,1,8,0,0.158
2,2-QAM,raw_label_srm,-0.01,-0.0314159265359,0.2,0.25,0.954992586021,0.944060876286,1.54433889119,1.24433889119,1.84433889119,1.5445498628,0.355999177414,1,0.890392774574,0.890392774574,0.236867616398,4,1,8,0,0.029
