M,constellation,loss_db,eta,spacing_d,hashing_bound_bits_per_attempt,success_probability,average_target_fidelity,useful_outcomes,grid_region,seconds
4,4-QAM,0.9,0.812830516164,0.958,0.247908355551,1,0.842509416748,12,low_d,0.003
4,4-QAM,0.9,0.812830516164,0.96,0.247942384491,1,0.841911213806,12,low_d,0.011
4,4-QAM,0.9,0.812830516164,0.962,0.247973388501,1,0.841312278936,12,low_d,0.003
4,4-QAM,0.9,0.812830516164,0.9625,0.24798066928,1,0.841162431258,12,full_d,0.004
4,4-QAM,0.9,0.812830516164,0.964,0.248001388271,1,0.840712615574,12,low_d,0.021
4,4-QAM,0.9,0.812830516164,0.965,0.248014268069,1,0.840412511783,12,full_d,0.043
4,4-QAM,0.9,0.812830516164,0.966,0.248026404626,0.999999999999,0.840112227161,12,low_d,0.003
4,4-QAM,0.9,0.812830516164,0.9675,0.248043221627,1,0.83966146211,12,full_d,0.003
4,4-QAM,0.9,0.812830516164,0.968,0.24804845852,1,0.839511117145,12,low_d,0.017
4,4-QAM,0.9,0.812830516164,0.97,0.248067571034,0.999999999999,0.838909288982,12,low_d,0.006
4,4-QAM,0.9,0.812830516164,0.972,0.248083763375,0.999999999999,0.838306746136,12,low_d,0.052
4,4-QAM,0.9,0.812830516164,0.9725,0.24808735768,1,0.838155999162,12,full_d,0.003
4,4-QAM,0.9,0.812830516164,0.974,0.248097056872,1,0.837703492076,12,low_d,0.024
4,4-QAM,0.9,0.812830516164,0.975,0.248102623251,1,0.837401599427,12,full_d,0.012
4,4-QAM,0.9,0.812830516164,0.976,0.248107472971,1,0.837099530279,12,low_d,0.013
4,4-QAM,0.9,0.812830516164,0.9775,0.248113409722,1,0.836646096574,12,full_d,0.003
4,4-QAM,0.9,0.812830516164,0.978,0.248115033238,0.999999999999,0.836494864228,12,low_d,0.003
4,4-QAM,0.9,0.812830516164,0.98,0.24811975935,1,0.835889497414,12,low_d,0.007
4,4-QAM,0.9,0.812830516164,0.982,0.248121673097,1,0.835283433333,12,low_d,0.070
4,4-QAM,0.9,0.812830516164,0.9825,0.248121714665,1,0.835131808775,12,full_d,0.007
4,4-QAM,0.9,0.812830516164,0.984,0.248120796375,1,0.834676675488,12,low_d,0.003
